会場,レース,艇番,登番,選手名,年齢,支部,体重,級別,全国勝率,全国2率,当地勝率,当地2率,モーター番号,モーター2率,ボート番号,ボート2率,今節成績ほか
福岡,1,1,3993,永井聖美,47,東京,46,A2,5.00,27.71,0.00,0.00,63,14.29,61,42.86,2 24412335  10
福岡,1,2,5277,井上未都,23,福岡,46,B1,5.41,30.77,2.35,5.00,25,40.00,37,40.00,156 322 25  11
福岡,1,3,5250,嶋田有里,23,長崎,46,B1,3.75,17.65,2.94,11.43,72,55.56,48,20.00,4 453 163    6
福岡,1,4,4246,喜多那由,43,静岡,48,B1,4.19,17.44,3.81,25.00,32,31.03,53,42.86,235 461 5    8
福岡,1,5,4882,瀧川千依,30,広島,44,B1,3.83,12.96,3.50,0.00,42,18.75,72,33.33,6 666 666    5
福岡,1,6,3943,三松直美,47,岡山,69,B2,0.00,0.00,0.00,0.00,41,28.57,42,0.00,5 565 3 6    7
福岡,2,1,4525,真子奈津,37,福岡,46,B1,4.60,22.86,5.44,40.00,74,36.84,02,34.38,2 13125 23  10
福岡,2,2,4373,若狭奈美,37,岡山,46,A1,6.28,41.28,6.18,50.00,62,43.75,44,22.22,3423321 43  11
福岡,2,3,5203,神里琴音,21,福岡,43,B1,4.57,26.37,5.08,36.25,61,8.00,40,29.41,161 351 3    9
福岡,2,4,5365,石村日奈,24,東京,45,B1,2.23,4.92,0.00,0.00,30,47.62,69,54.55,5 5 655 4    7
福岡,2,5,5113,黒明花夢,26,岡山,45,B1,2.92,11.76,2.67,0.00,60,36.67,64,38.46,5 366 3 4    8
福岡,2,6,5399,長野未来,24,三重,45,B2,1.75,0.00,0.00,0.00,51,7.69,71,5.56,6 6 666 6    6
福岡,3,1,4885,大山千広,30,福岡,47,B2,6.27,48.05,7.24,71.43,73,33.33,66,36.36,31346 2324  11
福岡,3,2,5013,山下夏鈴,28,三重,44,B1,5.36,36.45,4.05,15.00,71,60.00,21,25.00,615 236 3    9
福岡,3,3,5193,米丸乃絵,24,福岡,47,A1,6.61,45.28,5.21,35.09,13,34.48,08,43.75,21461 1433  10
福岡,3,4,5140,吉田彩乃,25,静岡,48,B1,4.69,25.64,0.00,0.00,70,28.57,47,9.52,4 254 434    7
福岡,3,5,5297,南彩寧,23,兵庫,49,B1,2.99,11.69,1.62,0.00,57,27.78,43,41.18,5 325 443    8
福岡,3,6,4854,大橋由珠,31,東京,44,B2,4.77,27.08,0.00,0.00,24,10.00,04,22.22,245 2 555
福岡,4,1,4773,中川りな,32,福岡,50,A2,5.61,37.72,5.69,41.18,46,28.57,52,33.33,2343132 16  10
福岡,4,2,5079,大石真央,27,静岡,46,B1,4.44,25.84,4.00,3.85,28,50.00,23,50.00,1 36134 26  11
福岡,4,3,4720,西澤日花,31,長崎,48,B1,4.28,16.25,6.00,36.36,26,23.08,01,45.45,461 5 265
福岡,4,4,5390,高橋涼夏,18,群馬,47,B2,1.74,1.75,0.67,0.00,64,32.14,49,50.00,6 465 6 56
福岡,4,5,5410,今泉澪,20,愛知,50,B2,1.77,4.29,0.00,0.00,33,46.67,50,26.32,6 6 565 4    8
福岡,4,6,4589,塩崎桐加,33,三重,49,A2,4.80,27.78,0.00,0.00,50,41.38,07,5.56,4 41153551   9
福岡,5,1,4123,細川裕子,44,愛知,47,A1,6.55,45.22,6.68,36.36,31,27.59,73,45.45,25251 3216  10
福岡,5,2,4548,篠木亜衣,37,三重,50,B2,3.28,10.34,0.00,0.00,27,51.85,51,25.00,554 6 4 45
福岡,5,3,5151,山下奈緒,30,大阪,47,B1,4.42,20.48,4.00,10.00,29,35.48,54,15.00,353 4 364
福岡,5,4,5198,奥村明日,24,福岡,45,B1,4.71,28.89,4.21,28.57,47,16.67,63,50.00,341 264 1    9
福岡,5,5,5346,中村紋夕,22,愛知,46,B2,2.46,3.08,0.00,0.00,14,36.67,03,30.00,3 3 45563
福岡,5,6,4882,瀧川千依,30,広島,44,B1,3.83,12.96,3.50,0.00,42,18.75,72,33.33,6 666 666    1
福岡,6,1,4642,松尾夏海,34,香川,47,A1,5.79,43.02,5.59,37.04,23,23.81,56,20.00,626 121614  10
福岡,6,2,5069,山崎小葉,25,群馬,44,B1,4.24,26.00,3.60,10.00,48,22.22,46,33.33,3 551 436
福岡,6,3,4117,廣中智紗,45,東京,46,A1,5.68,38.78,7.89,66.67,56,35.00,05,33.33,2 12232134  11
福岡,6,4,5250,嶋田有里,23,長崎,46,B1,3.75,17.65,2.94,11.43,72,55.56,48,20.00,4 453 163    1
福岡,6,5,5399,長野未来,24,三重,45,B2,1.75,0.00,0.00,0.00,51,7.69,71,5.56,6 6 666 6    2
福岡,6,6,4844,村上奈穂,33,広島,50,B1,5.15,33.64,7.09,72.73,58,0.00,20,20.83,452 5 542
福岡,7,1,3232,山川美由,59,香川,48,A2,6.20,40.00,6.83,46.67,15,46.67,39,15.79,1 15452415  11
福岡,7,2,5140,吉田彩乃,25,静岡,48,B1,4.69,25.64,0.00,0.00,70,28.57,47,9.52,4 254 434    3
福岡,7,3,3943,三松直美,47,岡山,69,B2,0.00,0.00,0.00,0.00,41,28.57,42,0.00,5 565 3 6    1
