会場,レース,艇番,登番,選手名,年齢,支部,体重,級別,全国勝率,全国2率,当地勝率,当地2率,モーター番号,モーター2率,ボート番号,ボート2率,今節成績ほか
下関,1,1,4007,榮田将彦,47,山口,49,B1,4.36,22.39,5.11,32.88,62,45.45,53,45.45,6
下関,1,2,3931,黒崎竜也,49,三重,51,B1,5.81,38.82,7.36,54.55,22,54.55,43,80.00,11
下関,1,3,4139,丹下健,45,愛知,55,B1,4.47,26.51,5.00,16.67,48,27.27,39,36.36,
下関,1,4,5177,松井貫太,29,福岡,51,B1,4.14,16.67,0.00,0.00,47,50.00,48,5.56,8
下関,1,5,3282,池本輝明,59,広島,51,B1,4.48,24.04,3.47,13.33,12,63.64,32,16.67,7
下関,1,6,3445,加藤高史,56,埼玉,55,A2,4.92,21.74,5.14,14.29,41,40.00,45,30.00,10
下関,2,1,3303,渡辺豊,58,東京,55,B1,5.11,30.70,5.96,29.63,16,15.79,71,11.11,8
下関,2,2,3712,淺香文武,51,三重,56,B1,4.78,31.03,5.60,40.00,66,5.56,72,22.22,10
下関,2,3,4601,森野正弘,41,山口,56,A2,6.61,52.07,6.60,47.13,37,11.76,65,40.00,12
下関,2,4,5153,佐藤ほの,30,東京,48,B1,4.12,21.11,4.24,17.65,27,70.00,42,33.33,9
下関,2,5,3730,塩崎優司,53,愛知,53,B1,5.28,36.63,5.00,20.83,53,27.27,64,22.22,7
下関,2,6,5448,福田柊人,23,山口,49,B2,0.00,0.00,0.00,0.00,72,5.56,37,47.06,
下関,3,1,4069,山本修一,45,岡山,53,A1,6.03,41.67,6.22,41.67,21,20.00,66,33.33,12
下関,3,2,4694,高田綾,41,福岡,45,B1,4.37,23.88,3.88,12.50,42,50.00,52,60.00,9
下関,3,3,3305,小野信樹,58,岡山,53,B1,4.03,20.25,4.31,20.00,70,22.22,55,60.00,8
下関,3,4,4669,井上茂,41,福岡,53,B1,5.26,31.52,3.88,12.50,36,77.78,46,30.00,10
下関,3,5,4253,西川真人,42,滋賀,57,B1,3.95,15.65,4.75,25.00,56,33.33,54,5.56,
下関,3,6,4073,大橋純一,45,静岡,53,A2,6.32,52.94,7.04,56.52,40,40.00,63,11.11,11
下関,4,1,4293,鈴木智啓,40,愛知,59,A2,4.57,25.44,4.87,32.26,52,66.67,69,40.00,
下関,4,2,5311,小林京平,28,山口,53,B1,5.40,33.33,3.47,16.88,19,60.00,57,80.00,8
下関,4,3,4137,君島秀三,45,滋賀,52,A1,6.64,51.70,6.82,58.97,38,0.00,23,50.00,12
下関,4,4,4363,大野芳顕,41,福岡,54,A2,6.00,41.91,5.96,30.43,67,80.00,31,80.00,10
下関,4,5,4672,守屋大地,40,岡山,51,B1,4.37,20.79,4.13,26.67,20,22.22,16,5.56,11
下関,4,6,3302,谷川里江,58,愛知,45,B1,4.99,34.25,6.04,51.85,14,30.00,19,17.65,9
