会場,レース,艇番,登番,選手名,年齢,支部,体重,級別,全国勝率,全国2率,当地勝率,当地2率,モーター番号,モーター2率,ボート番号,ボート2率,今節成績ほか
芦屋,1,1,4369,丹下将,40,愛知,57,A2,6.11,45.83,0.00,0.00,28,39.27,56,31.19,6 333324     9
芦屋,1,2,3527,中嶋誠一,55,長崎,54,B1,5.07,33.67,5.55,38.78,15,31.62,55,36.59,354 5652
芦屋,1,3,3928,林恵祐,50,福岡,62,B1,3.35,14.74,4.04,17.20,50,24.47,68,27.89,6 61565
芦屋,1,4,5417,小柳勝希,20,佐賀,52,B2,2.71,5.71,1.33,0.00,11,33.64,13,33.50,4 365 35     8
芦屋,1,5,3054,北川幸典,63,広島,57,B1,4.92,32.65,4.67,22.22,26,41.34,52,34.95,1 565 44     6
芦屋,1,6,3587,武田信一,52,徳島,61,B1,4.03,15.84,3.95,17.95,27,24.47,23,32.32,4 524 46     9
芦屋,2,1,3918,深井利寿,51,滋賀,51,A2,6.22,46.61,6.17,41.67,13,40.54,37,34.91,5132212     12
芦屋,2,2,4179,広次修,43,山口,52,B1,5.71,35.05,5.98,39.13,35,38.12,60,41.23,2224134     10
芦屋,2,3,3933,山地正樹,49,岡山,56,B1,5.03,28.74,5.59,34.48,31,21.47,30,31.53,35261 26     9
芦屋,2,4,4812,西野雄貴,36,徳島,51,A1,6.90,51.96,7.52,68.00,44,41.24,45,36.00,1411331     10
芦屋,2,5,4006,小野勇作,47,佐賀,51,B1,5.28,38.27,4.80,30.91,58,35.48,41,32.66,5S5 5551
芦屋,2,6,5392,安武一也,25,福岡,52,B2,1.50,2.86,1.36,2.38,30,30.00,53,27.18,66     9
芦屋,3,1,4348,宮崎奨,40,香川,55,A2,6.00,36.27,6.07,53.33,32,34.01,44,40.99,354 2512
芦屋,3,2,4175,川尻泰輔,43,埼玉,54,B1,6.01,43.90,5.00,25.00,36,37.82,46,30.48,421 6222    10
芦屋,3,3,4028,田村隆信,47,徳島,57,A1,6.49,44.25,7.00,25.00,10,29.73,59,35.68,221 4111    11
芦屋,3,4,5315,浅井翼,25,埼玉,50,B1,3.02,12.31,0.00,0.00,17,42.33,48,35.21,2 663 56     7
芦屋,3,5,4215,吉島祥之,41,愛知,54,A2,5.95,39.67,5.97,40.54,37,35.50,64,35.10,324 4213    11
芦屋,3,6,5426,甲斐貴大,23,福岡,57,B2,1.10,0.00,1.00,0.00,39,32.74,28,21.20,65     7
芦屋,4,1,4980,佐々木完,29,山口,53,A1,7.13,53.85,6.71,48.28,14,31.88,11,27.92,45111 23    11
芦屋,4,2,4821,妻鳥晋也,34,香川,56,B1,5.13,34.48,6.36,63.64,55,32.47,16,45.16,2 632222    12
芦屋,4,3,4470,平田健之,39,三重,53,A1,6.17,44.55,0.00,0.00,19,34.74,24,33.65,1 534631    10
芦屋,4,4,4027,松江秀徳,48,佐賀,56,B1,5.12,30.49,5.60,34.62,5,33.64,54,38.50,3 315434
芦屋,4,5,4226,村田浩司,43,山口,54,B1,4.70,30.68,4.20,21.74,22,43.48,40,31.68,4163355
芦屋,4,6,4639,雑賀勇貴,35,大阪,55,B1,4.50,26.74,5.79,47.37,45,36.00,14,37.09,245 643      8
芦屋,5,1,4433,川野芽唯,39,福岡,46,A1,6.65,45.37,7.38,60.40,51,16.92,49,30.10,1341311     10
芦屋,5,2,3801,五反田忍,52,大阪,51,B2,4.45,32.76,0.00,0.00,1,37.32,70,37.38,263 161     10
芦屋,5,3,4224,大橋栄里,44,福岡,47,A2,5.75,41.00,5.76,39.39,54,50.26,20,29.17,33541 53     9
芦屋,5,4,4443,津田裕絵,39,山口,51,A2,5.39,31.13,5.00,32.14,46,47.45,47,37.56,5 546231
芦屋,5,5,4998,中村かな,32,東京,47,B2,5.22,33.33,3.90,20.00,18,39.73,17,27.69,6 266 64
芦屋,5,6,5078,山川波乙,28,三重,46,B1,4.35,27.16,4.10,30.00,59,43.89,61,32.38,6645245
芦屋,6,1,4389,伊藤喜智,40,大阪,52,B1,5.79,36.47,4.65,26.47,16,29.28,22,33.64,5 35464
芦屋,6,2,4523,中村辰也,38,長崎,52,A2,5.72,39.24,5.22,30.00,9,46.94,31,29.13,5126134     11
芦屋,6,3,3054,北川幸典,63,広島,57,B1,4.92,32.65,4.67,22.22,26,41.34,52,34.95,1 565 44     1
芦屋,6,4,4826,井上一輝,31,大阪,52,A1,6.82,49.24,6.88,50.00,23,25.91,62,38.67,165 1213    12
芦屋,6,5,4347,魚谷香織,40,福岡,44,A2,6.06,37.50,6.03,32.79,3,26.70,32,39.51,642 3235
芦屋,6,6,5353,草川壮良,21,滋賀,52,B1,3.10,11.11,0.00,0.00,2,34.82,36,24.74,555 646
芦屋,7,1,3866,木山誠一,50,岡山,54,B1,4.56,25.00,3.39,8.70,56,34.38,65,34.00,242 362     11
芦屋,7,2,3712,淺香文武,51,三重,54,B1,4.46,24.64,0.00,0.00,60,43.90,42,34.85,12212 64    11
芦屋,7,3,5115,香川颯太,26,滋賀,51,B2,4.89,31.91,0.00,0.00,34,28.21,15,25.00,334 216     12
芦屋,7,4,5177,松井貫太,29,福岡,52,B1,4.46,22.86,3.46,10.71,52,32.14,66,38.28,6 465 46
芦屋,7,5,5315,浅井翼,25,埼玉,50,B1,3.02,12.31,0.00,0.00,17,42.33,48,35.21,2 663 56     3
芦屋,7,6,5426,甲斐貴大,23,福岡,57,B2,1.10,0.00,1.00,0.00,39,32.74,28,21.20,65     3
芦屋,8,1,3860,松本浩貴,52,埼玉,52,B1,3.93,17.86,3.12,11.76,53,23.47,39,34.40,654 443
芦屋,8,2,3961,谷村一哉,47,山口,56,A2,6.61,45.10,6.61,33.33,21,35.19,51,36.16,3 141534    12
芦屋,8,3,4639,雑賀勇貴,35,大阪,55,B1,4.50,26.74,5.79,47.37,45,36.00,14,37.09,245 643      4
芦屋,8,4,4236,松村敏,42,福岡,55,A1,7.04,50.75,7.77,66.99,8,36.73,29,37.78,11123 12    12
芦屋,8,5,5417,小柳勝希,20,佐賀,52,B2,2.71,5.71,1.33,0.00,11,33.64,13,33.50,4 365 35     1
芦屋,8,6,4089,妹尾忠幸,45,岡山,55,A2,6.11,34.07,5.94,37.50,43,36.32,35,39.38,44F25 5
芦屋,9,1,3439,大平誉史,56,大阪,51,A2,6.41,45.00,5.00,32.35,38,36.29,50,37.50,1 336456
芦屋,9,2,4369,丹下将,40,愛知,57,A2,6.11,45.83,0.00,0.00,28,39.27,56,31.19,6 333324     1
芦屋,9,3,3587,武田信一,52,徳島,61,B1,4.03,15.84,3.95,17.95,27,24.47,23,32.32,4 524 46     1
芦屋,9,4,3933,山地正樹,49,岡山,56,B1,5.03,28.74,5.59,34.48,31,21.47,30,31.53,35261 26     2
芦屋,9,5,5392,安武一也,25,福岡,52,B2,1.50,2.86,1.36,2.38,30,30.00,53,27.18,66     2
芦屋,9,6,4224,大橋栄里,44,福岡,47,A2,5.75,41.00,5.76,39.39,54,50.26,20,29.17,33541 53     5
芦屋,10,1,4812,西野雄貴,36,徳島,51,A1,6.90,51.96,7.52,68.00,44,41.24,45,36.00,1411331      2
