会場,レース,艇番,登番,選手名,年齢,支部,体重,級別,全国勝率,全国2率,当地勝率,当地2率,モーター番号,モーター2率,ボート番号,ボート2率,今節成績ほか
福岡,1,1,4932,新開航,30,福岡,52,A1,7.47,50.47,7.36,63.64,13,40.00,33,50.00,4 125
福岡,1,2,4445,宮地元輝,39,佐賀,53,A1,6.94,38.14,7.91,50.00,52,41.94,40,30.77,F 413        9
福岡,1,3,5051,松本純平,31,埼玉,56,A1,6.51,43.52,7.26,57.38,73,34.38,65,45.16,2 5 42
福岡,1,4,4471,新田泰章,38,広島,53,A1,7.07,54.24,5.89,46.43,63,23.08,02,40.48,6 166        6
福岡,1,5,4908,上田龍星,30,大阪,52,A1,6.82,45.45,6.45,45.45,37,34.48,23,46.43,165 5        8
福岡,1,6,4324,海野康志,38,山口,61,A1,7.45,56.92,6.60,45.24,44,32.50,29,46.67,361 5        7
福岡,2,1,4831,羽野直也,31,福岡,56,A1,6.98,41.67,7.05,40.54,75,55.17,09,46.88,4 3 56
福岡,2,2,5224,西岡顕心,24,香川,52,A1,7.09,49.57,6.00,36.84,43,55.00,44,31.03,1 516        9
福岡,2,3,4361,柳生泰二,41,山口,53,A1,7.29,51.65,6.46,39.29,31,35.00,01,41.46,136 6       10
福岡,2,4,4848,仲谷颯仁,31,福岡,53,A1,6.81,42.27,7.38,57.27,30,34.48,61,44.00,221 2        7
福岡,2,5,4928,栗城匠,30,東京,52,A1,6.46,48.98,6.00,50.00,57,25.93,15,52.17,2 332        8
福岡,2,6,5142,常住蓮,25,佐賀,51,A1,7.48,58.95,6.47,52.86,11,30.30,27,24.24,612 2       12
福岡,3,1,4736,高倉和士,34,福岡,52,A1,6.61,53.68,6.58,51.28,33,36.84,08,47.06,4 213       12
福岡,3,2,4503,上野真之,38,佐賀,53,A1,7.18,50.46,7.29,50.98,39,50.00,25,27.59,115 2       10
福岡,3,3,3960,菊地孝平,47,静岡,54,A1,6.74,45.87,6.17,36.67,42,12.00,66,36.36,5 5634
福岡,3,4,4659,木下翔太,35,大阪,55,A1,6.72,42.50,6.89,44.44,54,37.04,34,55.17,2 431       11
福岡,3,5,3783,瓜生正義,50,福岡,53,A1,6.48,35.71,6.91,48.68,46,33.33,60,50.00,634 51
福岡,3,6,4448,青木玄太,39,滋賀,54,A1,6.55,47.47,7.21,55.88,67,48.48,70,33.33,152 2        9
福岡,4,1,4798,浜先真範,32,広島,52,A1,6.48,43.44,6.29,51.61,36,31.25,11,48.39,5 5 23
