会場,レース,艇番,登番,選手名,年齢,支部,体重,級別,全国勝率,全国2率,当地勝率,当地2率,モーター番号,モーター2率,ボート番号,ボート2率,今節成績ほか
大村,1,1,3787,天野誠,54,岡山,54,B1,3.61,10.84,3.46,10.71,76,27.69,65,33.58,545          8
大村,1,2,5027,重冨勇哉,29,山口,54,B1,4.75,26.05,4.50,25.00,15,31.69,29,35.38,266          5
大村,1,3,5016,宮田龍馬,27,兵庫,52,A1,6.42,45.76,5.29,42.86,11,53.85,52,42.40,1 41         9
大村,1,4,5095,小原聡将,31,東京,53,A2,5.97,34.21,5.11,44.44,58,39.37,63,34.15,322         10
大村,1,5,5312,川辺郭人,25,佐賀,55,B1,2.91,10.13,1.84,0.00,16,27.41,64,29.69,6 46         6
大村,1,6,4430,永田秀二,40,東京,56,A2,5.77,37.07,7.27,63.64,14,26.95,55,28.13,212         11
大村,2,1,3921,川村正輝,51,福井,51,B1,3.87,18.31,0.00,0.00,67,28.99,33,40.50,535          8
大村,2,2,4064,原田篤志,46,山口,52,A1,7.19,56.56,7.20,62.50,51,27.48,61,39.85,314          9
大村,2,3,4632,長尾京志,36,福岡,52,B1,4.40,21.92,4.56,21.15,35,30.88,77,33.83,6556
大村,2,4,4402,乙藤智史,40,福岡,55,A2,5.38,40.51,5.18,31.82,66,38.71,51,42.75,633          7
大村,2,5,5307,富永夏哉,22,佐賀,50,B1,5.20,30.86,3.24,17.65,30,37.40,24,33.08,162         11
大村,2,6,5242,高山弘斗,25,埼玉,55,B1,3.73,17.44,0.00,0.00,43,40.80,18,39.34,5 13        12
大村,3,1,4336,松田竜馬,41,福岡,56,B1,4.93,30.70,5.71,43.14,29,44.72,15,36.84,324          9
大村,3,2,4995,田邉亮蔵,34,東京,55,B1,4.73,25.74,0.00,0.00,52,35.61,71,25.37,2 26        11
大村,3,3,3550,都築正治,54,愛知,53,A2,5.25,34.12,5.32,39.62,55,25.19,28,25.20,4 34
大村,3,4,4339,平瀬城啓,41,福井,55,B1,4.05,18.52,4.16,16.13,74,39.26,76,28.35,6 23         8
大村,3,5,4063,市橋卓士,46,徳島,55,A1,6.04,43.80,6.53,41.82,59,34.29,62,29.23,123         10
大村,3,6,4226,村田浩司,43,山口,54,B1,4.96,30.43,4.18,23.33,23,40.80,48,23.02,441         12
大村,4,1,4509,平見真彦,37,愛知,54,B1,5.57,33.04,6.35,45.00,48,41.03,13,27.69,154         12
大村,4,2,4522,古澤光紀,38,福岡,54,A1,5.80,41.67,6.67,49.02,34,38.93,25,35.34,6621
大村,4,3,3820,樫葉次郎,53,徳島,62,B1,3.12,11.86,2.71,14.29,47,38.06,66,41.41,4 54
大村,4,4,4057,松井賢治,46,兵庫,52,A2,5.94,45.87,5.31,25.64,57,36.50,14,20.69,4 12        11
大村,4,5,3539,金子順一,57,山口,53,B1,3.83,21.35,3.40,13.46,41,25.95,37,30.77,436          9
大村,4,6,3558,山本浩次,52,岡山,54,B1,4.55,23.94,4.54,23.08,24,30.60,12,35.61,3 15
大村,5,1,4790,柳内敬太,36,兵庫,52,A2,5.67,39.02,5.80,42.00,63,27.82,32,41.32,252         10
大村,5,2,3964,宮地博士,46,長崎,56,B1,4.42,20.00,4.81,25.42,53,34.33,72,41.27,4156
大村,5,3,3679,飯島昌弘,52,埼玉,52,A1,6.15,38.21,5.94,37.50,20,41.46,75,30.08,113         11
大村,5,4,5027,重冨勇哉,29,山口,54,B1,4.75,26.05,4.50,25.00,15,31.69,29,35.38,266          1
大村,5,5,5392,安武一也,25,福岡,51,B2,1.39,3.23,0.00,0.00,73,38.06,21,42.86,666         12
大村,5,6,3953,志道吉和,49,福岡,52,B1,3.23,8.00,3.77,15.38,32,35.88,70,36.29,5 62
大村,6,1,5284,嘉手苅徹,27,福岡,54,B2,2.77,11.32,1.83,5.56,56,34.33,16,22.90,4 66        12
大村,6,2,4278,藤岡俊介,42,兵庫,50,A1,6.92,51.94,7.24,52.63,21,44.44,22,26.02,234         11
大村,6,3,3888,山本英志,50,東京,51,A2,5.54,37.62,5.43,14.29,12,35.07,67,28.24,4 43
大村,6,4,4603,谷川将太,38,長崎,53,B1,5.13,30.00,5.48,36.84,49,31.30,38,29.92,4 31
大村,6,5,4945,上村宏太,33,東京,53,B1,4.16,17.78,4.44,18.75,68,23.85,30,35.38,521         10
大村,6,6,5312,川辺郭人,25,佐賀,55,B1,2.91,10.13,1.84,0.00,16,27.41,64,29.69,6 46         1
大村,7,1,4402,乙藤智史,40,福岡,55,A2,5.38,40.51,5.18,31.82,66,38.71,51,42.75,633          2
大村,7,2,4695,尾崎雄二,40,長崎,56,B1,4.53,22.83,5.17,30.89,25,34.75,78,37.72,364         12
大村,7,3,5112,砂長知輝,26,埼玉,53,A1,6.53,49.57,5.57,42.86,64,39.53,34,25.20,2542
大村,7,4,4068,幸田智裕,45,静岡,54,B1,4.52,22.34,0.00,0.00,44,34.92,39,29.37,3 53
大村,7,5,3875,廣中良一,49,山口,51,B1,3.85,21.79,2.90,0.00,72,31.88,56,36.36,5 55
大村,7,6,4747,山戸信二,40,長崎,51,B1,4.35,27.91,3.98,17.07,13,36.72,26,39.69,3 F5
大村,8,1,4124,池田雄一,43,静岡,52,A1,6.24,45.45,6.12,30.77,54,21.48,73,24.24,145
大村,8,2,4339,平瀬城啓,41,福井,55,B1,4.05,18.52,4.16,16.13,74,39.26,76,28.35,6 23         3
