会場,レース,艇番,登番,選手名,年齢,支部,体重,級別,全国勝率,全国2率,当地勝率,当地2率,モーター番号,モーター2率,ボート番号,ボート2率,今節成績ほか
大村,1,1,3411,池上隆行,56,広島,52,B1,3.37,12.22,3.59,15.63,20,40.63,55,34.29,8
大村,1,2,4738,清埜翔子,34,埼玉,47,A2,6.32,47.06,7.67,55.56,37,9.38,44,40.63,10
大村,1,3,4498,宮本夏樹,38,長崎,54,B1,4.53,24.71,6.09,44.07,34,25.81,49,45.45,12
大村,1,4,5287,滝沢織寧,25,埼玉,47,B1,3.94,16.13,0.00,0.00,41,23.53,31,25.71,6
大村,1,5,4495,森晋太郎,38,福岡,54,B1,5.01,35.23,3.75,18.75,50,41.94,76,34.29,9
大村,1,6,3777,樋口亮,50,長崎,53,A2,5.75,37.74,6.46,49.02,58,44.83,32,43.33,7
大村,2,1,3722,西村秀樹,55,福岡,52,B1,3.69,12.64,3.45,9.09,71,9.09,51,32.26,7
大村,2,2,4219,本岡勝利,43,広島,55,B1,4.15,17.09,3.42,10.53,18,37.50,52,51.61,9
大村,2,3,4557,松尾光広,35,岡山,55,A2,4.36,25.84,5.10,33.33,48,48.48,43,36.36,8
大村,2,4,4082,濱崎誠,46,大阪,52,B1,5.34,40.59,0.00,0.00,63,9.68,38,17.39,10
大村,2,5,4251,川崎誠志,42,山口,52,B1,4.31,21.37,4.46,25.71,36,29.41,41,55.88,
大村,2,6,3743,林美憲,50,徳島,53,A1,6.83,50.93,6.75,50.91,49,35.29,72,25.00,11
大村,3,1,3976,内田圭,48,山口,54,B1,3.84,20.88,3.48,20.00,61,28.13,48,35.29,
大村,3,2,4346,前田健太,40,福岡,57,B1,4.23,31.62,5.04,34.00,54,15.15,24,44.83,8
大村,3,3,4096,石橋道友,43,長崎,53,A1,6.89,55.14,6.92,54.36,56,27.27,21,43.75,11
大村,3,4,4458,抹香雄三,39,広島,53,B1,5.21,34.19,3.81,14.81,60,63.64,71,27.27,10
大村,3,5,5284,嘉手苅徹,26,福岡,53,B1,2.66,5.48,1.46,0.00,69,26.47,45,21.21,9
大村,3,6,4000,松本博昭,48,広島,56,A2,5.88,35.29,5.09,26.09,72,15.15,39,37.50,
