会場,レース,艇番,登番,選手名,年齢,支部,体重,級別,全国勝率,全国2率,当地勝率,当地2率,モーター番号,モーター2率,ボート番号,ボート2率,今節成績ほか
大村,1,1,4241,大串重幸,41,長崎,52,A2,5.58,33.06,5.85,40.35,54,38.89,32,45.45,3 125 246   11
大村,1,2,4420,津久井拓,38,群馬,54,A2,5.80,37.12,5.44,44.44,46,29.41,46,63.64,4 451 4 22   8
大村,1,3,3777,樋口亮,50,長崎,53,A2,6.27,48.89,6.56,50.64,66,38.46,13,26.32,665 4 453
大村,1,4,4227,安達裕樹,43,三重,53,A2,6.19,37.50,7.00,42.86,43,35.29,34,60.00,4 543 236    6
大村,1,5,5075,中島秀治,30,滋賀,53,A2,6.09,36.72,6.07,39.29,52,41.18,56,22.22,4 54256 15
大村,1,6,4370,山口達也,39,岡山,52,A1,6.11,45.16,6.44,55.56,77,30.77,63,38.46,624 562 36
大村,2,1,4095,福来剛,45,東京,52,A1,7.08,58.82,7.55,51.72,38,35.29,31,53.33,5 321 2 5   10
大村,2,2,4704,河野大,37,徳島,51,A2,6.57,48.57,5.76,31.71,57,50.00,14,52.17,256 1 315   11
大村,2,3,5256,中山翔太,22,三重,52,A1,6.71,53.61,6.29,42.86,39,47.37,60,38.46,6 441 5 55   7
大村,2,4,5055,眞鳥章太,30,長崎,53,A2,5.94,40.57,5.47,35.29,69,28.57,66,30.77,146 6 364    8
大村,2,5,5087,佐藤航,26,埼玉,54,A2,6.95,57.66,4.59,35.29,25,35.71,51,66.67,2 5 265 14   6
大村,2,6,4171,榎幸司,43,長崎,51,A2,6.12,43.85,6.38,45.27,74,35.71,28,47.37,463 466 2
大村,3,1,5042,畑田汰一,27,埼玉,52,A1,6.25,42.42,7.13,65.22,49,38.89,57,33.33,1 415 426   10
大村,3,2,4828,松山将吾,31,滋賀,51,A1,6.70,47.52,5.76,33.33,23,40.00,33,22.22,5 1 155 12   8
大村,3,3,4966,田川大貴,28,長崎,54,A2,5.51,41.18,6.10,47.73,80,40.00,16,27.27,562 646 46
大村,3,4,4989,石原翼,29,静岡,52,A2,6.09,40.71,6.25,45.00,37,41.18,79,50.00,3 255 563
大村,3,5,3837,秋山広一,51,香川,52,A2,6.27,44.95,5.50,36.84,29,23.08,81,53.33,1 4 322 3   11
大村,3,6,3854,吉川元浩,53,兵庫,52,A1,6.81,44.44,6.42,25.00,47,52.94,37,50.00,F 313 1 4
大村,4,1,4028,田村隆信,48,徳島,58,A1,6.41,47.75,7.35,42.31,33,44.44,12,30.00,5 2 414 5   11
