会場,レース,艇番,登番,選手名,年齢,支部,体重,級別,全国勝率,全国2率,当地勝率,当地2率,モーター番号,モーター2率,ボート番号,ボート2率,今節成績ほか
唐津,1,1,4478,櫻本あゆ,38,群馬,49,A2,6.41,44.55,0.00,0.00,32,46.50,47,33.33,11
唐津,1,2,5326,三嶌さら,22,香川,47,B1,4.94,31.13,1.86,3.57,13,28.00,32,40.00,5
唐津,1,3,4744,伊藤玲奈,33,福岡,46,B1,4.25,17.11,5.33,33.33,16,53.33,39,47.83,7
唐津,1,4,5079,大石真央,28,静岡,45,B1,4.70,26.32,5.14,28.57,8,39.10,60,32.65,8
唐津,1,5,4464,山下友貴,39,静岡,44,B1,6.08,38.61,5.14,28.57,20,36.96,34,23.53,
唐津,1,6,5373,諏訪玲奈,23,岡山,48,B2,2.44,0.00,2.33,0.00,24,33.78,33,13.16,6
唐津,2,1,3327,野長瀬正,58,静岡,51,A2,6.02,42.97,6.00,40.00,28,41.04,40,24.44,10
唐津,2,2,4594,谷川祐一,44,滋賀,53,A2,5.42,33.33,6.25,50.00,15,36.24,52,44.23,
唐津,2,3,4724,吉田祐貴,40,佐賀,55,B2,3.28,7.69,3.18,8.89,46,34.87,42,28.26,
唐津,2,4,4747,山戸信二,40,長崎,52,B1,3.78,17.50,4.00,18.18,14,33.57,35,46.51,6
唐津,2,5,4778,堤啓輔,40,佐賀,52,B1,5.26,35.29,5.42,38.02,17,27.42,29,36.84,8
唐津,2,6,3957,大谷直弘,48,愛知,54,B1,5.29,30.10,4.68,28.57,41,28.47,36,21.74,7
唐津,3,1,4645,上村純一,45,群馬,53,A1,6.14,41.75,6.92,50.00,52,31.88,1,44.68,12
唐津,3,2,3519,冨田秀幸,58,愛知,51,B1,4.38,17.48,0.00,0.00,45,24.82,17,48.84,8
唐津,3,3,4555,富永大一,36,福岡,54,A2,5.16,31.90,5.33,45.83,56,24.60,9,34.04,11
唐津,3,4,4896,花本剛,34,山口,59,B1,4.15,18.95,4.25,17.86,60,32.89,59,39.53,9
唐津,3,5,3892,草場康幸,50,佐賀,56,B1,4.89,24.71,5.69,34.88,54,34.84,54,40.82,10
唐津,3,6,3717,立間充宏,51,岡山,56,B1,5.44,28.75,5.85,43.59,2,35.21,2,42.86,7
唐津,4,1,3569,増田進,55,東京,53,B1,4.16,17.48,4.59,31.25,25,38.69,51,29.79,
唐津,4,2,4095,福来剛,44,東京,52,A1,7.20,58.74,7.73,53.33,18,32.88,18,17.50,12
唐津,4,3,5170,佐藤太亮,25,岡山,51,B1,4.64,28.43,4.43,13.04,23,25.00,26,26.83,8
唐津,4,4,3627,井上恵一,56,福岡,55,A2,5.62,40.37,4.97,21.88,55,28.21,44,28.85,10
唐津,4,5,4821,妻鳥晋也,34,香川,57,B1,5.18,35.87,2.53,6.67,21,35.51,31,28.26,9
