会場,レース,艇番,登番,選手名,年齢,支部,体重,級別,全国勝率,全国2率,当地勝率,当地2率,モーター番号,モーター2率,ボート番号,ボート2率,今節成績ほか
大村,1,1,4708,半田尚也,36,広島,56,B1,4.00,12.09,0.00,0.00,30,33.91,41,32.94,7
大村,1,2,5086,本村大,26,長崎,54,B1,3.66,17.44,5.23,34.50,65,41.34,50,38.99,
大村,1,3,4152,深水慎一,45,東京,54,B1,5.36,38.82,0.00,0.00,62,44.51,30,32.93,11
大村,1,4,3843,上之晃弘,49,長崎,53,B1,4.24,19.15,5.02,28.10,64,40.57,55,31.79,10
大村,1,5,4103,山崎善庸,46,埼玉,55,B1,3.62,16.46,2.86,7.14,36,36.46,72,40.59,6
大村,1,6,3352,小川晃司,57,福岡,50,B1,4.44,11.11,3.42,5.56,53,34.29,66,40.94,8
大村,2,1,5054,佐々木大,30,大阪,53,A2,6.30,44.44,4.88,25.00,13,36.31,56,32.34,11
大村,2,2,3564,桑原啓,56,福岡,53,B1,4.55,28.18,4.93,40.00,33,41.53,19,33.72,7
大村,2,3,4873,蒲原健太,32,佐賀,52,A2,4.96,29.81,5.30,27.50,11,53.67,26,34.12,10
大村,2,4,3933,山地正樹,49,岡山,55,B1,5.00,29.90,5.48,35.48,60,41.04,43,32.18,8
大村,2,5,5428,古園井綾,23,佐賀,51,B2,1.04,0.00,0.00,0.00,44,34.91,77,30.00,9
大村,2,6,3473,石川真二,55,福岡,52,A1,6.34,47.93,6.93,47.22,35,26.79,24,31.03,12
大村,3,1,4329,小松卓司,42,福岡,51,B1,4.65,23.23,4.33,22.22,41,26.78,33,39.43,10
大村,3,2,5026,安河内健,30,佐賀,56,A1,6.47,50.88,7.14,55.10,52,32.34,32,38.18,12
大村,3,3,5087,佐藤航,26,埼玉,54,A2,7.03,55.14,2.14,14.29,71,25.27,29,36.63,11
大村,3,4,4164,岩永節也,44,長崎,52,B1,4.48,20.29,4.23,19.31,15,31.55,70,37.04,
大村,3,5,2538,高橋二朗,76,東京,52,B1,3.61,10.00,3.20,13.33,18,31.64,23,36.26,8
大村,3,6,5310,土屋蘭,21,岡山,47,B1,3.79,13.64,1.91,0.00,58,41.04,78,35.12,9
大村,4,1,3054,北川幸典,63,広島,55,B1,4.91,31.58,5.17,33.33,38,37.85,54,36.14,10
大村,4,2,3621,天野晶夫,52,愛知,57,B1,5.68,36.73,5.86,35.71,46,30.68,74,35.80,11
大村,4,3,4555,富永大一,36,福岡,55,A2,5.24,31.82,5.83,27.59,39,31.55,36,30.06,
大村,4,4,4994,山本梨菜,28,佐賀,45,A1,5.85,37.63,6.30,46.51,59,37.97,69,31.90,12
大村,4,5,4676,後藤隼之,38,東京,57,B1,5.51,32.98,4.40,13.33,22,36.69,22,31.58,
大村,4,6,4023,柴田友和,48,福岡,52,B1,4.15,22.50,4.14,22.73,16,26.59,25,34.30,
大村,5,1,3860,松本浩貴,52,埼玉,52,B1,3.91,17.39,3.49,11.63,48,41.25,47,36.21,
