会場,レース,艇番,登番,選手名,年齢,支部,体重,級別,全国勝率,全国2率,当地勝率,当地2率,モーター番号,モーター2率,ボート番号,ボート2率,今節成績ほか
唐津,1,1,4925,森悠稀,33,兵庫,53,A2,5.33,29.81,6.11,47.37,25,36.94,12,30.77,9
唐津,1,2,3566,川添英正,55,福岡,53,B1,5.26,31.11,5.15,26.09,10,41.38,53,50.00,11
唐津,1,3,4253,西川真人,42,滋賀,57,B1,4.21,15.69,4.00,19.23,53,23.14,4,13.04,7
唐津,1,4,5060,数原魁,28,兵庫,53,B1,6.01,45.54,5.96,32.14,60,31.09,3,50.00,8
唐津,1,5,2538,高橋二朗,76,東京,52,B1,3.53,7.41,4.04,13.04,46,33.33,7,43.48,5
唐津,1,6,4303,牧原崇,42,愛知,52,B1,5.40,32.14,4.55,22.58,50,43.36,59,44.44,10
唐津,2,1,4469,土山卓也,39,福井,54,A2,5.86,41.67,6.20,40.00,28,42.74,55,44.44,9
唐津,2,2,3837,秋山広一,50,香川,51,A2,6.23,43.43,6.15,46.15,31,31.53,51,38.89,11
唐津,2,3,4374,永田義紘,41,広島,52,B1,4.85,28.05,4.28,28.00,33,23.08,45,16.67,
唐津,2,4,5409,宮本琉正,20,福岡,58,B2,1.68,0.00,0.00,0.00,15,43.10,1,45.00,8
唐津,2,5,4889,後藤盛也,37,東京,51,B1,5.30,39.33,6.00,47.06,29,35.90,56,25.00,6
唐津,2,6,3800,牧宏次,52,東京,52,B1,5.60,40.00,4.85,35.90,11,33.93,15,32.14,10
唐津,3,1,4587,木田峰由,35,福井,55,A2,6.37,52.73,6.24,51.52,43,31.36,16,25.93,11
唐津,3,2,5147,田中勇輔,32,埼玉,50,B2,4.02,23.17,4.00,7.41,34,28.72,14,42.86,7
唐津,3,3,5359,佐藤世那,20,東京,56,B1,5.08,29.58,1.63,0.00,40,46.02,11,20.00,8
唐津,3,4,4093,吉田宗弘,45,東京,51,B1,4.27,21.43,0.00,0.00,8,45.53,40,30.00,
唐津,3,5,4852,川原祐明,31,香川,52,A1,7.23,53.78,5.81,39.53,7,41.88,57,39.13,12
唐津,3,6,4151,下河誉史,43,福岡,56,B1,5.22,33.66,6.39,41.67,4,43.36,43,7.69,
唐津,4,1,3514,山一鉄也,59,福岡,52,A2,5.61,35.90,4.74,15.79,41,28.45,54,52.38,11
唐津,4,2,4158,木場雄二,44,山口,58,B1,5.23,33.75,2.46,0.00,30,22.09,8,33.33,9
唐津,4,3,4124,池田雄一,44,静岡,53,A1,5.96,41.51,6.43,52.38,59,31.54,42,36.84,12
唐津,4,4,4834,浜本裕己,38,大阪,50,A2,5.72,35.34,4.96,32.14,52,29.13,5,22.22,10
唐津,4,5,5115,香川颯太,26,滋賀,51,B2,5.00,31.82,5.00,29.55,35,31.90,28,55.56,8
唐津,4,6,5315,浅井翼,25,埼玉,50,B1,2.88,10.53,0.00,0.00,24,37.19,10,50.00,
唐津,5,1,4826,井上一輝,31,大阪,52,A1,6.88,49.61,6.59,50.00,20,33.04,17,35.29,12
唐津,5,2,3690,河合三弘,55,愛知,53,B1,4.21,20.93,5.45,35.00,42,41.44,49,36.84,
唐津,5,3,3892,草場康幸,50,佐賀,55,B1,4.73,23.75,5.73,34.44,6,29.27,48,27.27,9
唐津,5,4,2538,高橋二朗,76,東京,52,B1,3.53,7.41,4.04,13.04,46,33.33,7,43.48,1
唐津,5,5,5352,西岡蒼志,21,香川,55,B1,4.96,30.59,3.36,9.09,45,25.21,9,47.06,
唐津,5,6,4601,森野正弘,41,山口,55,A2,6.59,50.83,6.32,46.34,49,35.71,36,21.05,10
唐津,6,1,4776,竹田和哉,32,香川,53,A1,6.68,49.18,6.10,40.00,44,32.52,6,41.38,12
唐津,6,2,4718,北川太一,33,佐賀,52,A2,6.07,44.76,5.74,36.05,23,25.93,41,35.71,11
唐津,6,3,4889,後藤盛也,37,東京,51,B1,5.30,39.33,6.00,47.06,29,35.90,56,25.00,2
