会場,レース,艇番,登番,選手名,年齢,支部,体重,級別,全国勝率,全国2率,当地勝率,当地2率,モーター番号,モーター2率,ボート番号,ボート2率,今節成績ほか
福岡,1,1,4413,水摩敦,39,福岡,52,A2,5.99,39.55,6.29,48.10,47,20.00,68,45.45,332 56434    9
福岡,1,2,4995,田邉亮蔵,34,東京,56,B1,4.81,25.26,4.43,28.57,65,19.05,66,33.33,145 125 46  11
福岡,1,3,3539,金子順一,58,山口,52,B1,3.38,13.68,3.03,6.06,16,60.00,35,35.00,3 11135645  10
福岡,1,4,3233,小畑実成,59,岡山,55,B1,4.63,22.22,4.27,20.00,45,28.57,65,58.33,4 333 566    8
福岡,1,5,3432,宮迫暢彦,57,大阪,54,B1,4.64,32.10,8.00,75.00,46,31.58,26,63.64,6 416 155    6
福岡,1,6,5406,小畑楓夏,21,山口,54,B2,1.33,0.00,1.11,0.00,69,21.05,14,31.58,5 666 6 6    5
福岡,2,1,5286,坂井滉哉,26,福岡,50,B1,4.31,25.97,3.43,13.16,34,22.22,67,46.15,4 141 1454  11
福岡,2,2,4735,角山雄哉,35,兵庫,57,B1,4.94,33.71,4.24,21.62,59,45.45,03,36.36,6 5S4 4 5    8
福岡,2,3,4516,野口勝弘,39,愛知,51,A2,6.11,41.48,5.55,36.36,13,21.05,10,47.37,32143 142    9
福岡,2,4,3825,宮嵜隆太,52,福岡,60,B1,3.37,16.44,3.86,13.79,53,18.75,71,10.00,5 466 6 6    6
福岡,2,5,4006,小野勇作,47,佐賀,51,B1,5.04,36.26,6.00,44.44,20,26.32,13,26.32,563 144 3    7
福岡,2,6,4464,山下友貴,39,静岡,44,B1,5.98,41.57,5.25,25.00,39,57.14,29,52.63,113 313533  10
福岡,3,1,3072,西田靖,64,東京,54,B1,4.47,28.77,4.58,25.00,63,16.67,27,30.43,4 54433 36   7
福岡,3,2,4889,後藤盛也,37,東京,52,B1,5.13,38.71,0.00,0.00,54,35.29,24,0.00,145 232 16  10
福岡,3,3,4551,三川昂暁,37,福岡,55,A2,6.11,41.75,6.95,51.28,33,42.11,11,45.00,2534224 25  11
福岡,3,4,4919,吉田翔悟,35,長崎,52,B1,3.89,15.09,5.47,30.00,19,38.10,18,20.00,363 3 2212   9
福岡,3,5,4965,福岡泉水,28,兵庫,51,B1,4.81,27.40,4.67,22.22,11,26.67,74,0.00,634 543 5    8
福岡,3,6,5127,沼田大都,29,愛知,51,B1,4.55,22.67,4.05,15.00,68,40.00,30,40.00,256 1 361    9
福岡,4,1,4289,落合直子,41,大阪,47,A2,5.77,38.46,6.44,33.33,21,42.86,09,50.00,6 2353252    9
福岡,4,2,3710,吉永泰弘,51,香川,56,B1,4.47,25.56,4.24,20.69,30,58.33,19,31.25,2 24544 35
福岡,4,3,4220,深川和仁,44,香川,56,B1,4.87,28.57,4.33,14.29,67,54.55,08,47.62,321 154316  10
福岡,4,4,4356,長岡良也,42,兵庫,53,A1,6.03,44.44,6.44,41.86,12,40.00,02,30.00,6266251615   8
福岡,4,5,3685,荒井輝年,52,岡山,56,B1,5.51,38.37,5.82,36.36,48,31.58,07,10.00,444 S63 5
福岡,4,6,5416,龍田真白,20,三重,46,B2,3.05,14.52,0.00,0.00,18,23.53,06,22.22,5 6 466 66
福岡,5,1,4475,末永祐輝,38,山口,54,A2,6.51,47.22,6.33,46.67,37,27.78,63,57.14,1 45321423  10
福岡,5,2,4790,柳内敬太,36,兵庫,52,A2,6.20,47.66,6.00,43.33,36,28.57,72,30.00,33236 3125  11
福岡,5,3,3617,竹田広樹,52,佐賀,54,B1,4.12,26.88,3.93,22.73,17,57.89,17,16.67,6 361 663
福岡,5,4,4035,杉江浩明,47,愛知,52,B1,4.23,24.24,3.21,0.00,14,45.45,22,39.13,6 365 641
福岡,5,5,5406,小畑楓夏,21,山口,54,B2,1.33,0.00,1.11,0.00,69,21.05,14,31.58,5 666 6 6    1
福岡,5,6,3912,川原正明,52,福井,51,A2,5.32,33.68,0.00,0.00,55,38.10,31,18.18,15451 261    9
福岡,6,1,4804,高田ひか,31,三重,46,A1,6.73,51.33,6.50,25.00,31,11.11,01,40.91,2315351 14  10
福岡,6,2,3432,宮迫暢彦,57,大阪,54,B1,4.64,32.10,8.00,75.00,46,31.58,26,63.64,6 416 155    1
福岡,6,3,3825,宮嵜隆太,52,福岡,60,B1,3.37,16.44,3.86,13.79,53,18.75,71,10.00,5 466 6 6    2
福岡,6,4,3581,加木郁,53,山口,53,B1,4.19,15.66,5.17,23.40,50,47.62,15,66.67,4 655 452
福岡,6,5,4045,佐々木裕,46,山口,48,B1,4.33,26.32,6.00,54.55,51,11.11,33,70.00,4 455 6 46
福岡,6,6,4786,佐藤博亮,37,愛知,53,A1,6.85,55.40,6.35,47.92,29,30.00,04,6.25,351 251233  11
福岡,7,1,4142,平野和明,45,愛知,52,A2,5.40,28.89,4.96,27.27,52,45.00,25,22.22,231 165144  11
