会場,レース,艇番,登番,選手名,年齢,支部,体重,級別,全国勝率,全国2率,当地勝率,当地2率,モーター番号,モーター2率,ボート番号,ボート2率,今節成績ほか
大村,1,1,4004,山本浩輔,48,長崎,53,B1,5.45,33.66,4.80,26.56,59,40.10,47,36.07,3            8
大村,1,2,4981,牧山敦也,29,佐賀,53,B1,5.08,30.14,5.07,35.71,25,33.52,60,30.90,3           11
大村,1,3,3797,岩井繁,52,広島,61,B1,3.91,18.28,3.07,3.33,56,28.65,11,31.84,5            9
大村,1,4,3458,東健介,59,岡山,54,B1,4.42,20.00,2.78,0.00,35,27.53,30,33.90,6            7
大村,1,5,5122,相馬翔,24,埼玉,56,B2,5.03,36.21,4.13,13.33,47,32.99,26,34.64,3
大村,1,6,4695,尾崎雄二,40,長崎,55,B1,5.34,37.36,5.44,33.60,39,31.46,68,34.86,14          10
大村,2,1,3793,高橋真吾,53,埼玉,59,B1,4.80,30.43,4.50,27.27,66,35.39,69,34.68,56
大村,2,2,4521,小池公生,39,福岡,52,A1,4.64,27.66,4.35,29.41,53,33.15,59,41.71,6           12
大村,2,3,3277,齋藤勇,59,東京,51,B1,4.30,20.73,4.50,33.33,49,31.82,27,41.04,5            9
大村,2,4,3761,山本光雄,54,滋賀,54,B1,5.31,34.48,5.04,36.00,26,33.90,25,33.15,4            7
大村,2,5,4557,松尾光広,36,岡山,55,B1,4.26,18.75,5.07,25.93,17,36.56,64,29.59,64           8
大村,2,6,3792,田中豪,53,東京,54,A2,6.51,49.38,6.33,33.33,65,40.74,36,30.05,1           11
大村,3,1,4143,浦田晃嗣,44,佐賀,57,B1,4.33,20.29,3.92,19.23,48,40.83,67,29.76,36          10
大村,3,2,3660,長谷川親,56,香川,59,B1,3.09,5.17,2.56,5.56,18,30.11,19,33.15,42
大村,3,3,4384,鶴本崇文,40,大阪,53,A1,6.39,45.37,5.73,27.27,74,41.49,72,39.20,3           11
大村,3,4,3711,江本真治,51,山口,55,A2,6.04,40.16,5.81,34.62,63,28.72,18,35.52,2           12
大村,3,5,5077,滝沢崚,29,埼玉,51,B2,4.33,18.33,2.73,6.67,23,37.64,51,40.45,2            7
大村,3,6,4355,小川広大,42,福岡,62,B1,2.74,5.13,2.94,11.76,16,25.82,22,32.60,66
大村,4,1,3432,宮迫暢彦,57,大阪,54,B1,4.39,25.68,4.54,23.08,69,32.64,78,34.46,63
大村,4,2,4703,森永隆,38,山口,52,A2,6.33,47.37,5.55,36.84,58,40.11,45,41.67,2           11
大村,4,3,4040,廣瀬将亨,47,兵庫,59,A2,5.84,39.32,5.28,29.79,11,53.23,70,36.05,5           10
大村,4,4,3284,渡邊伸太,58,佐賀,53,B1,4.74,28.72,5.15,25.00,34,40.43,53,34.97,1           12
大村,4,5,4887,富澤祐作,39,群馬,55,B1,5.31,40.00,3.50,12.50,41,26.56,56,32.95,54           9
大村,4,6,4614,石倉洋行,46,福岡,54,A1,6.28,43.75,8.13,73.33,20,41.57,49,38.64,22
大村,5,1,4105,松下直也,46,兵庫,52,B1,5.17,26.61,5.73,36.36,36,35.29,21,36.87,15
大村,5,2,3746,岡瀬正人,51,岡山,53,A2,5.76,38.40,5.98,29.27,15,30.96,66,39.44,1           12
大村,5,3,5009,大賀龍之,29,福岡,55,B1,5.15,35.00,4.00,20.00,24,32.58,12,35.96,1           10
大村,5,4,4366,前沢丈史,40,東京,57,A1,6.88,50.82,6.40,48.00,44,33.15,61,37.85,24
大村,5,5,4148,枝尾賢,44,福岡,51,A2,6.10,44.04,6.63,44.90,60,40.98,43,32.61,1           11
大村,5,6,4062,後藤陽介,46,愛知,57,B1,3.95,20.21,4.10,30.00,62,44.83,24,31.52,24
大村,6,1,3920,正木聖賢,51,広島,56,A2,5.03,28.75,5.89,44.44,13,36.72,58,36.36,51
大村,6,2,4660,宇田川信,34,東京,53,B2,3.93,18.67,4.33,11.11,29,45.71,55,32.24,4
大村,6,3,3581,加木郁,53,山口,53,B1,4.33,17.86,5.62,37.93,38,37.63,63,39.11,22
大村,6,4,5407,中岡駿,21,香川,53,B2,2.39,2.04,1.44,0.00,50,28.13,40,37.36,5
大村,6,5,4787,椎名豊,37,群馬,53,A1,6.85,53.76,7.78,56.10,22,37.43,50,38.46,36          12
大村,6,6,4293,鈴木智啓,40,愛知,60,A2,4.76,28.87,4.35,25.00,12,31.18,23,34.44,3           11
大村,7,1,4171,榎幸司,43,長崎,53,A2,6.14,41.18,6.39,44.97,28,31.22,17,36.52,6           12
大村,7,2,3458,東健介,59,岡山,54,B1,4.42,20.00,2.78,0.00,35,27.53,30,33.90,6            1
大村,7,3,3761,山本光雄,54,滋賀,54,B1,5.31,34.48,5.04,36.00,26,33.90,25,33.15,4            2
大村,7,4,5077,滝沢崚,29,埼玉,51,B2,4.33,18.33,2.73,6.67,23,37.64,51,40.45,2            3
大村,7,5,4702,三浦敬太,38,東京,52,A1,6.48,53.27,6.92,54.05,71,26.56,41,32.40,15
大村,7,6,5107,松本真広,27,福岡,50,B1,5.04,36.71,4.72,28.13,40,28.87,52,44.51,3
大村,8,1,5303,土井歩夢,23,福岡,52,B1,5.66,34.25,4.06,11.76,46,30.81,74,35.67,3
大村,8,2,3952,中澤和志,49,埼玉,53,A1,6.74,46.24,7.11,48.15,33,40.63,32,38.24,43
大村,8,3,4359,横川聖志,41,徳島,59,A2,5.45,36.14,4.30,25.93,27,31.12,29,37.36,46
大村,8,4,4557,松尾光広,36,岡山,55,B1,4.26,18.75,5.07,25.93,17,36.56,64,29.59,64           2
大村,8,5,4004,山本浩輔,48,長崎,53,B1,5.45,33.66,4.80,26.56,59,40.10,47,36.07,3            1
大村,8,6,4815,伏島祐介,35,東京,54,A2,4.63,24.44,2.76,0.00,64,40.54,15,35.75,65
大村,9,1,4159,向後龍一,44,埼玉,49,A2,5.72,38.60,5.51,43.24,32,33.87,35,34.25,42
大村,9,2,4771,下寺秀和,33,広島,55,A1,7.04,61.68,7.22,55.56,21,44.26,33,38.59,15
大村,9,3,4057,松井賢治,47,兵庫,52,A2,5.95,46.55,5.34,27.66,73,37.02,75,33.15,54
大村,9,4,4887,富澤祐作,39,群馬,55,B1,5.31,40.00,3.50,12.50,41,26.56,56,32.95,54           4
