会場,レース,艇番,登番,選手名,年齢,支部,体重,級別,全国勝率,全国2率,当地勝率,当地2率,モーター番号,モーター2率,ボート番号,ボート2率,今節成績ほか
唐津,1,1,3484,芝田浩治,54,兵庫,53,A2,5.89,45.63,6.43,42.86,34,0.00,60,28.81,11
唐津,1,2,3527,中嶋誠一,55,長崎,52,B1,5.24,30.39,5.44,31.71,6,0.00,55,39.66,10
唐津,1,3,4879,山崎鉄平,31,佐賀,53,B1,5.07,28.89,5.28,29.01,30,0.00,15,36.29,6
唐津,1,4,5127,沼田大都,29,愛知,50,B1,4.23,15.79,5.32,21.05,43,0.00,26,28.21,7
唐津,1,5,3974,深山祐二,49,佐賀,52,B1,4.51,26.32,4.39,22.13,11,0.00,36,25.00,
唐津,1,6,5420,吉原快誓,20,長崎,51,B2,2.09,1.32,1.67,0.00,8,0.00,46,22.88,
唐津,2,1,3679,飯島昌弘,53,埼玉,52,A2,6.74,50.00,6.65,42.31,39,0.00,14,31.62,9
唐津,2,2,4683,向井田直,35,広島,47,B2,3.25,13.33,4.56,18.75,15,0.00,43,27.00,7
唐津,2,3,4877,鈴谷一平,32,兵庫,57,A1,6.16,43.10,6.51,51.16,21,0.00,25,25.00,12
唐津,2,4,3434,松尾宣邦,57,福岡,56,B1,4.48,24.24,4.66,23.68,22,0.00,21,40.98,6
唐津,2,5,4995,田邉亮蔵,35,東京,56,B1,4.00,19.74,3.95,20.51,16,0.00,47,30.43,11
唐津,2,6,4752,西尾亮輔,38,愛知,52,B1,4.02,18.18,3.77,13.95,14,0.00,17,37.82,8
唐津,3,1,4934,佐々木翔,30,大阪,56,A2,5.42,33.70,4.79,26.32,38,0.00,27,27.27,7
唐津,3,2,5333,山下智己,22,兵庫,51,B2,3.59,15.63,0.00,0.00,1,0.00,50,35.96,
唐津,3,3,3158,島川光男,61,広島,53,A2,6.36,45.38,6.16,45.95,10,0.00,19,38.33,11
唐津,3,4,5441,鈴木雄登,20,愛知,48,B1,3.32,10.17,0.00,0.00,7,0.00,8,43.33,9
唐津,3,5,3745,橋本年光,51,兵庫,53,B1,5.41,29.90,5.88,35.42,19,0.00,32,36.04,10
