会場,レース,艇番,登番,選手名,年齢,支部,体重,級別,全国勝率,全国2率,当地勝率,当地2率,モーター番号,モーター2率,ボート番号,ボート2率,今節成績ほか
福岡,1,1,3960,菊地孝平,47,静岡,54,A1,6.74,45.87,6.17,36.67,42,12.00,66,36.36,5 56345 1    6
福岡,1,2,4324,海野康志,38,山口,61,A1,7.45,56.92,6.60,45.24,44,32.50,29,46.67,361 5 655    5
福岡,1,3,4736,高倉和士,34,福岡,52,A1,6.61,53.68,6.58,51.28,33,36.84,08,47.06,4 213 163   10
福岡,1,4,4471,新田泰章,38,広島,53,A1,7.07,54.24,5.89,46.43,63,23.08,02,40.48,6 166 4135
福岡,1,5,4544,松田大志,38,福岡,52,A1,7.75,65.47,6.93,50.85,12,36.84,45,56.67,525 534 3    7
福岡,1,6,4024,井口佳典,48,三重,52,A1,6.64,36.27,7.35,42.31,29,28.21,12,32.00,2 254 654    8
福岡,2,1,4013,中島孝平,46,福井,51,A1,7.03,42.48,7.83,50.00,34,34.21,67,39.13,336 521 5   11
福岡,2,2,4932,新開航,30,福岡,52,A1,7.47,50.47,7.36,63.64,13,40.00,33,50.00,4 125 1 36   7
福岡,2,3,4483,北野輝季,37,愛知,54,A1,7.02,52.08,6.16,46.88,21,41.94,69,31.58,4 S66 1 22   6
福岡,2,4,4908,上田龍星,30,大阪,52,A1,6.82,45.45,6.45,45.45,37,34.48,23,46.43,165 5 3226
福岡,2,5,4831,羽野直也,31,福岡,56,A1,6.98,41.67,7.05,40.54,75,55.17,09,46.88,4 3 566 32   8
福岡,2,6,5224,西岡顕心,24,香川,52,A1,7.09,49.57,6.00,36.84,43,55.00,44,31.03,1 516 123   10
福岡,3,1,4659,木下翔太,35,大阪,55,A1,6.72,42.50,6.89,44.44,54,37.04,34,55.17,2 431 356   10
福岡,3,2,5051,松本純平,31,埼玉,56,A1,6.51,43.52,7.26,57.38,73,34.38,65,45.16,2 5 425 43   7
福岡,3,3,4686,丸野一樹,34,滋賀,54,A1,6.61,38.68,7.04,34.62,60,28.95,21,27.59,332 255 63
福岡,3,4,4886,入海馨,30,岡山,54,A1,6.14,31.43,7.13,57.50,49,23.68,32,34.48,463 166 6    8
福岡,3,5,3388,今垣光太,56,福井,52,A1,7.26,53.75,7.44,44.44,22,37.93,36,28.57,4 2 622 15   9
福岡,3,6,4477,篠崎仁志,38,福岡,57,A1,7.18,49.56,8.01,67.88,72,40.74,49,36.67,3 42313 3   11
福岡,4,1,4095,福来剛,44,東京,52,A1,7.24,60.68,8.00,70.00,74,44.83,26,51.61,3 4 251 5   11
福岡,4,2,5084,末永和也,27,佐賀,53,A1,7.18,43.86,7.82,57.14,25,43.33,10,51.72,552 2 314   10
福岡,4,3,5058,前原大道,29,岡山,53,A1,7.39,55.77,6.50,36.36,41,20.69,57,44.44,2 651 5522
福岡,4,4,4428,有賀達也,40,埼玉,54,A1,6.36,46.79,5.52,22.22,48,20.00,28,43.33,6 4 4S5 14
福岡,4,5,4459,片岡雅裕,40,香川,53,A1,6.28,36.04,6.28,24.00,20,25.00,46,28.13,6 546 5 22
福岡,4,6,5018,竹下大樹,27,福岡,54,A1,6.24,42.96,5.97,43.97,62,44.19,73,48.48,1 345 3 14   9
福岡,5,1,4448,青木玄太,39,滋賀,54,A1,6.55,47.47,7.21,55.88,67,48.48,70,33.33,152 2 636   11
福岡,5,2,4371,西山貴浩,38,福岡,52,A1,6.95,39.78,6.44,39.39,71,51.72,19,32.00,2 341 245   10
福岡,5,3,4798,浜先真範,32,広島,52,A1,6.48,43.44,6.29,51.61,36,31.25,11,48.39,5 5 231 66
福岡,5,4,4961,西橋奈未,29,福井,47,A1,6.03,37.00,7.11,48.15,15,46.34,68,40.00,255 4 1551
福岡,5,5,4324,海野康志,38,山口,61,A1,7.45,56.92,6.60,45.24,44,32.50,29,46.67,361 5 655    1
福岡,5,6,4524,深谷知博,38,静岡,52,A1,6.88,40.98,7.56,56.45,28,47.50,55,39.29,313 3 F23
福岡,6,1,4960,黒野元基,29,愛知,53,A1,7.70,70.54,6.55,45.16,27,42.86,30,41.38,3 2 163 6   10
福岡,6,2,4344,新田雄史,41,三重,53,A1,7.59,48.11,7.81,54.17,65,25.81,62,44.00,4 22136 4   11
福岡,6,3,4456,鎌倉涼,36,大阪,45,A1,6.96,53.68,5.09,31.43,32,31.58,04,22.86,4 346 6 63
福岡,6,4,4483,北野輝季,37,愛知,54,A1,7.02,52.08,6.16,46.88,21,41.94,69,31.58,4 S66 1 22   2
福岡,6,5,3960,菊地孝平,47,静岡,54,A1,6.74,45.87,6.17,36.67,42,12.00,66,36.36,5 56345 1    1
福岡,6,6,4361,柳生泰二,41,山口,53,A1,7.29,51.65,6.46,39.29,31,35.00,01,41.46,136 6 565
福岡,7,1,4472,尾嶋一広,38,兵庫,57,A1,6.26,42.25,6.50,50.00,16,56.52,64,23.81,2 1 433 4   11
福岡,7,2,4544,松田大志,38,福岡,52,A1,7.75,65.47,6.93,50.85,12,36.84,45,56.67,525 534 3    1
福岡,7,3,4824,松井洪弥,33,三重,52,A1,6.25,46.49,6.55,45.45,17,37.14,16,36.36,5 6 146 64
福岡,7,4,4586,磯部誠,35,愛知,55,A1,7.08,50.00,7.27,42.31,59,47.50,13,25.00,1 S63 2623
福岡,7,5,4932,新開航,30,福岡,52,A1,7.47,50.47,7.36,63.64,13,40.00,33,50.00,4 125 1 36   2
福岡,7,6,5051,松本純平,31,埼玉,56,A1,6.51,43.52,7.26,57.38,73,34.38,65,45.16,2 5 425 43   3
福岡,8,1,4024,井口佳典,48,三重,52,A1,6.64,36.27,7.35,42.31,29,28.21,12,32.00,2 254 654    1
福岡,8,2,4590,渡邉優美,33,福岡,49,A1,6.23,37.25,6.63,45.54,50,37.50,37,43.33,264 3 4344
福岡,8,3,4566,塩田北斗,38,福岡,54,A1,6.32,33.01,6.42,48.91,55,38.71,53,40.00,6 164 4 44
福岡,8,4,4831,羽野直也,31,福岡,56,A1,6.98,41.67,7.05,40.54,75,55.17,09,46.88,4 3 566 32   2
福岡,8,5,4886,入海馨,30,岡山,54,A1,6.14,31.43,7.13,57.50,49,23.68,32,34.48,463 166 6    3
福岡,8,6,4445,宮地元輝,39,佐賀,53,A1,6.94,38.14,7.91,50.00,52,41.94,40,30.77,F 413 245
福岡,9,1,5018,竹下大樹,27,福岡,54,A1,6.24,42.96,5.97,43.97,62,44.19,73,48.48,1 345 3 14   4
福岡,9,2,3388,今垣光太,56,福井,52,A1,7.26,53.75,7.44,44.44,22,37.93,36,28.57,4 2 622 15   3
福岡,9,3,4500,山田康二,38,佐賀,54,A1,7.16,45.97,7.54,56.52,70,23.33,22,32.26,443 143 51
福岡,9,4,4397,西村拓也,39,大阪,52,A1,6.64,43.10,7.15,52.50,56,45.16,38,54.84,1 635 2316
福岡,9,5,4418,茅原悠紀,38,岡山,54,A1,8.27,55.00,8.67,54.55,19,38.71,20,21.88,351 4 4451
福岡,9,6,3783,瓜生正義,50,福岡,53,A1,6.48,35.71,6.91,48.68,46,33.33,60,50.00,634 514 51
福岡,10,1,5224,西岡顕心,24,香川,52,A1,7.09,49.57,6.00,36.84,43,55.00,44,31.03,1 516 123    2
福岡,10,2,4736,高倉和士,34,福岡,52,A1,6.61,53.68,6.58,51.28,33,36.84,08,47.06,4 213 163    1
福岡,10,3,5084,末永和也,27,佐賀,53,A1,7.18,43.86,7.82,57.14,25,43.33,10,51.72,552 2 314    4
福岡,10,4,4371,西山貴浩,38,福岡,52,A1,6.95,39.78,6.44,39.39,71,51.72,19,32.00,2 341 245    5
福岡,10,5,4960,黒野元基,29,愛知,53,A1,7.70,70.54,6.55,45.16,27,42.86,30,41.38,3 2 163 6    6
福岡,10,6,4659,木下翔太,35,大阪,55,A1,6.72,42.50,6.89,44.44,54,37.04,34,55.17,2 431 356    3
福岡,11,1,4477,篠崎仁志,38,福岡,57,A1,7.18,49.56,8.01,67.88,72,40.74,49,36.67,3 42313 3    3
