会場,レース,艇番,登番,選手名,年齢,支部,体重,級別,全国勝率,全国2率,当地勝率,当地2率,モーター番号,モーター2率,ボート番号,ボート2率,今節成績ほか
唐津,1,1,5051,松本純平,30,埼玉,56,A1,6.69,48.57,7.78,61.11,54,32.89,3,26.32,155         10
唐津,1,2,3892,草場康幸,49,佐賀,54,B1,5.34,34.69,5.62,34.07,70,39.42,57,45.36,5 31        11
唐津,1,3,4898,菊地敬介,33,埼玉,57,B1,4.73,24.24,0.00,0.00,66,32.07,52,33.03,424          5
唐津,1,4,4382,高山智至,40,滋賀,55,B1,3.94,17.95,3.21,10.34,55,40.53,11,39.39,246          6
唐津,1,5,4511,中岡健人,36,香川,58,B2,4.08,25.76,5.56,33.33,28,28.76,53,27.55,444          5
唐津,1,6,5372,上岡巧汰,22,広島,53,B2,1.42,0.00,0.00,0.00,38,29.27,14,43.14,656
唐津,2,1,4506,稗田聖也,37,福岡,53,A2,5.74,40.95,5.42,30.77,44,29.22,8,30.00,653         11
唐津,2,2,4887,富澤祐作,38,群馬,55,A2,4.28,24.32,6.11,42.11,23,41.48,39,26.09,6 56         7
唐津,2,3,3523,寳田亮治,56,福岡,53,B1,4.57,27.54,5.78,43.33,32,27.88,30,24.21,3 45         8
唐津,2,4,3920,正木聖賢,50,広島,56,B1,4.96,29.47,6.22,43.48,39,35.62,26,29.91,524          6
唐津,2,5,4429,豊田泰洋,39,広島,62,B1,4.24,20.79,4.75,30.00,61,40.96,51,27.72,5 54         7
唐津,2,6,5000,岡本翔太,30,山口,51,B1,4.76,24.00,4.38,12.50,62,32.68,50,25.84,6245
唐津,3,1,3582,吉川昭男,52,滋賀,53,A2,6.49,51.43,6.65,56.76,46,39.36,33,38.18,2 61         9
唐津,3,2,4112,大久保信,45,佐賀,52,B1,5.21,28.57,5.09,31.91,49,30.25,27,46.32,3 43        10
唐津,3,3,5006,久保原秀,28,群馬,55,B1,4.73,29.41,2.50,0.00,60,38.72,4,32.35,6654
唐津,3,4,4319,三宅潤,40,大阪,54,A2,5.78,40.00,5.41,40.74,68,32.33,37,24.00,113         12
唐津,3,5,3989,熊本英一,47,佐賀,59,B1,3.88,19.28,4.72,23.66,12,41.08,48,25.00,545          8
唐津,3,6,5032,谷口知優,27,香川,53,B1,5.44,35.16,5.56,38.89,59,27.56,40,32.04,55F
唐津,4,1,4257,古川健,41,広島,51,B1,5.19,34.44,5.59,37.84,13,26.61,47,24.76,6 52         9
