会場,レース,艇番,登番,選手名,年齢,支部,体重,級別,全国勝率,全国2率,当地勝率,当地2率,モーター番号,モーター2率,ボート番号,ボート2率,今節成績ほか
唐津,1,1,4581,吉村誠,36,静岡,52,A1,6.21,46.34,5.55,38.64,44,32.90,15,32.26,3262141     10
唐津,1,2,3620,信濃由行,52,福井,55,B1,4.23,26.03,0.00,0.00,16,51.97,23,42.19,5 545 45     7
唐津,1,3,4948,木場悠介,33,長崎,52,B1,5.60,40.00,4.89,27.78,35,40.27,46,11.54,325 455      9
唐津,1,4,5382,山下心一,21,福岡,53,B1,2.72,6.67,1.77,0.00,32,48.55,47,36.00,4 63S46      9
唐津,1,5,5247,大森翼,24,兵庫,52,B1,4.79,25.53,4.18,17.65,36,31.45,34,18.00,435 3 S3
唐津,1,6,5457,山田陽翔,20,長崎,52,B2,1.13,0.00,0.00,0.00,25,37.25,33,12.96,6 66666      8
唐津,2,1,4191,赤羽克也,44,埼玉,55,A2,5.95,45.35,7.37,63.16,4,43.59,8,42.59,1 214 32    11
唐津,2,2,4311,岡村仁,42,大阪,58,A1,6.92,52.10,6.84,51.61,17,27.82,28,40.00,16631 16    12
唐津,2,3,3584,佐々木英,53,広島,53,B1,5.05,32.99,5.58,36.84,21,36.54,56,35.94,5 41253      8
唐津,2,4,5269,山口晃朋,25,静岡,51,B1,5.53,37.35,5.10,20.00,46,33.93,36,25.93,166 455      6
唐津,2,5,5443,西村仁吾,18,長崎,53,B2,1.40,2.22,0.00,0.00,45,23.57,25,23.33,6 666 56
唐津,2,6,5420,吉原快誓,20,長崎,52,B2,1.75,0.00,0.00,0.00,53,22.22,6,46.88,6 665 56
唐津,3,1,3548,室田泰史,56,福井,55,A2,5.23,35.85,5.69,37.93,7,41.88,21,46.30,334 224     10
唐津,3,2,4219,本岡勝利,44,広島,52,B1,4.16,12.77,3.92,8.33,20,34.42,45,17.24,663 4 44     8
唐津,3,3,3422,服部幸男,55,静岡,55,A1,6.03,43.64,5.66,43.75,34,32.50,9,33.93,53415 41    11
唐津,3,4,4252,松下哲也,43,福岡,51,B1,4.28,21.25,4.14,22.45,22,38.51,41,43.86,545 5 31     7
唐津,3,5,4782,浜崎準也,39,岡山,53,B1,4.33,18.84,4.51,26.83,11,30.66,52,45.00,364 2 54
唐津,3,6,5468,山口隼人,18,福岡,52,B2,1.86,0.00,0.00,0.00,49,39.64,2,41.27,6 566 66
唐津,4,1,3872,岡田憲行,50,大阪,54,B1,6.19,45.57,5.76,47.62,37,34.57,7,35.19,3 331 26    10
唐津,4,2,3412,鈴木博,56,埼玉,53,A2,6.78,51.64,5.09,27.27,42,38.04,59,37.29,3 45133
唐津,4,3,4181,花本夏樹,42,三重,55,B1,3.67,15.19,0.00,0.00,60,32.54,14,28.33,3 45515
唐津,4,4,4016,西川新太,46,愛知,56,B1,5.43,34.57,4.62,21.28,15,37.95,11,26.79,222 644
唐津,4,5,4624,高田明,41,佐賀,50,A1,6.19,43.69,6.58,49.01,47,34.36,26,25.42,451 2213    11
唐津,4,6,4512,高野哲史,37,兵庫,53,A1,6.58,50.78,6.25,50.00,2,34.90,19,32.69,251 2411    12
唐津,5,1,4272,大場広孝,44,福岡,57,B1,4.71,22.06,5.33,27.27,28,41.45,44,27.12,2 143 23    10
