会場,レース,艇番,登番,選手名,年齢,支部,体重,級別,全国勝率,全国2率,当地勝率,当地2率,モーター番号,モーター2率,ボート番号,ボート2率,今節成績ほか
大村,1,1,3964,宮地博士,46,長崎,54,B1,4.23,20.20,4.73,25.45,41,20.00,78,42.86,11464 65    10
大村,1,2,3871,池田紫乃,49,長崎,44,B1,5.14,39.29,5.56,41.11,30,36.67,49,52.00,64254 4      6
大村,1,3,4299,中島浩哉,42,長崎,56,B1,4.81,26.14,5.24,30.25,16,14.81,61,48.48,35636 2      7
大村,1,4,5177,松井貫太,29,福岡,50,B1,3.73,17.89,2.59,7.25,74,40.74,69,24.24,635 355      8
大村,1,5,5309,森雄利,20,長崎,53,B2,1.44,0.00,1.31,0.00,37,12.50,51,43.48,6 56556      6
大村,1,6,5420,吉原快誓,19,長崎,51,B2,1.31,0.00,1.40,0.00,72,20.00,14,16.13,6 666S6      6
大村,2,1,5195,北村寧々,23,長崎,44,B1,5.28,26.32,4.30,21.97,56,20.83,70,24.00,116 5322     9
大村,2,2,5048,眞鳥康太,31,長崎,55,B1,4.30,20.21,4.60,23.97,34,18.18,74,26.92,261 2516    10
大村,2,3,5086,本村大,26,長崎,52,B1,4.57,24.07,5.27,34.05,28,38.71,72,25.00,145 465      9
大村,2,4,4004,山本浩輔,47,長崎,53,B1,4.60,25.00,4.73,27.13,75,26.92,67,20.83,44451 32     7
大村,2,5,5335,森陽多,20,長崎,47,B1,2.57,9.52,2.52,9.86,63,8.70,57,42.86,464 356      8
大村,2,6,5358,増本杏珠,19,福岡,47,B1,2.15,1.82,2.83,8.33,52,44.44,53,36.00,4 64626      7
大村,3,1,3473,石川真二,55,福岡,52,A1,6.27,48.76,6.99,50.00,23,33.33,45,16.67,2 313324    10
大村,3,2,5144,中尾彩香,24,福岡,47,B1,4.23,25.93,4.17,13.04,71,12.00,38,26.67,5 63564      8
大村,3,3,4947,間庭菜摘,32,福岡,48,B1,5.04,22.62,4.56,27.78,51,16.00,60,8.33,335 613      8
大村,3,4,4952,吉武真也,31,福岡,53,B1,3.93,17.91,5.29,33.33,32,27.59,20,42.86,2 53424      9
大村,3,5,5154,村松栄太,29,広島,53,B1,4.43,25.53,2.47,11.76,65,58.62,71,25.00,5 433141     9
大村,3,6,3024,西島義則,63,広島,59,A1,6.51,54.55,6.57,53.33,13,23.33,26,36.11,114 2224    11
大村,4,1,4499,滝川真由,37,長崎,46,B1,5.57,37.70,6.20,48.08,26,51.61,44,30.43,42214 13    10
大村,4,2,3574,大神康司,53,福岡,53,A2,5.67,44.00,5.43,37.36,73,44.44,41,56.00,512 5431     9
大村,4,3,3906,飯山晃三,47,長崎,61,B1,4.28,27.06,4.48,27.42,14,39.39,65,43.75,6 264564
大村,4,4,4315,山崎昂介,41,長崎,53,B1,4.72,25.69,5.88,42.55,70,12.50,64,41.67,1 442143    11
大村,4,5,3349,吉田一郎,57,長崎,52,A2,5.78,33.33,5.63,37.50,45,20.00,36,14.29,2 536233     9
大村,4,6,5384,八戸琉楓,20,長崎,53,B2,1.81,1.92,1.00,0.00,38,39.13,73,16.67,656 465      8
大村,5,1,4798,浜先真範,32,広島,53,A1,6.98,51.54,5.24,23.53,22,48.28,63,28.57,4 261116    10
大村,5,2,5055,眞鳥章太,29,長崎,53,A2,5.86,41.67,5.12,30.99,55,16.00,52,54.55,262 5315    11
大村,5,3,4164,岩永節也,43,長崎,52,B1,3.57,8.89,4.07,18.12,25,44.83,46,25.93,45344 55
大村,5,4,3773,津留浩一,51,長崎,56,B1,5.06,34.83,5.06,35.19,54,16.00,43,44.00,35353 51
大村,5,5,4715,村上遼,33,長崎,54,A1,6.83,53.51,7.15,59.31,18,34.78,16,11.11,35114 53    10
大村,5,6,4705,吉川勇作,36,長崎,55,B1,4.32,23.76,4.42,27.01,35,36.67,55,42.86,5345F 6
大村,6,1,4523,中村辰也,37,長崎,53,A2,5.74,38.27,6.01,45.16,47,53.85,62,21.88,23223 24    11
大村,6,2,4603,谷川将太,37,長崎,53,A2,5.62,36.78,5.38,35.29,66,26.92,66,48.57,6 123525    11
大村,6,3,3871,池田紫乃,49,長崎,44,B1,5.14,39.29,5.56,41.11,30,36.67,49,52.00,64254 4      1
大村,6,4,5309,森雄利,20,長崎,53,B2,1.44,0.00,1.31,0.00,37,12.50,51,43.48,6 56556      1
大村,6,5,5308,藤森拓海,21,福岡,54,B1,3.62,14.42,4.43,28.57,76,22.22,77,37.14,3 35S363
大村,6,6,5420,吉原快誓,19,長崎,51,B2,1.31,0.00,1.40,0.00,72,20.00,14,16.13,6 666S6      1
大村,7,1,3843,上之晃弘,49,長崎,54,B1,4.57,27.10,5.06,28.75,59,50.00,56,33.33,26252 35    11
大村,7,2,4695,尾崎雄二,39,長崎,55,B1,5.16,33.93,5.22,33.11,15,42.42,22,22.58,563 6334
大村,7,3,5358,増本杏珠,19,福岡,47,B1,2.15,1.82,2.83,8.33,52,44.44,53,36.00,4 64626      2
大村,7,4,4299,中島浩哉,42,長崎,56,B1,4.81,26.14,5.24,30.25,16,14.81,61,48.48,35636 2      1
大村,7,5,4004,山本浩輔,47,長崎,53,B1,4.60,25.00,4.73,27.13,75,26.92,67,20.83,44451 32     2
大村,7,6,4352,下條雄太,39,長崎,52,A1,6.67,45.05,7.66,63.51,33,33.33,35,18.18,121 212F
大村,8,1,5177,松井貫太,29,福岡,50,B1,3.73,17.89,2.59,7.25,74,40.74,69,24.24,635 355      1
大村,8,2,4924,中北涼,32,長崎,48,B1,4.59,20.65,4.15,19.26,19,8.70,75,26.47,5562544
大村,8,3,5144,中尾彩香,24,福岡,47,B1,4.23,25.93,4.17,13.04,71,12.00,38,26.67,5 63564      3
大村,8,4,4947,間庭菜摘,32,福岡,48,B1,5.04,22.62,4.56,27.78,51,16.00,60,8.33,335 613      3
大村,8,5,5384,八戸琉楓,20,長崎,53,B2,1.81,1.92,1.00,0.00,38,39.13,73,16.67,656 465      4
大村,8,6,5335,森陽多,20,長崎,47,B1,2.57,9.52,2.52,9.86,63,8.70,57,42.86,464 356      2
大村,9,1,3349,吉田一郎,57,長崎,52,A2,5.78,33.33,5.63,37.50,45,20.00,36,14.29,2 536233     4
大村,9,2,5154,村松栄太,29,広島,53,B1,4.43,25.53,2.47,11.76,65,58.62,71,25.00,5 433141     3
大村,9,3,4952,吉武真也,31,福岡,53,B1,3.93,17.91,5.29,33.33,32,27.59,20,42.86,2 53424      3
大村,9,4,3574,大神康司,53,福岡,53,A2,5.67,44.00,5.43,37.36,73,44.44,41,56.00,512 5431     4
大村,9,5,5086,本村大,26,長崎,52,B1,4.57,24.07,5.27,34.05,28,38.71,72,25.00,145 465      2
大村,9,6,5195,北村寧々,23,長崎,44,B1,5.28,26.32,4.30,21.97,56,20.83,70,24.00,116 5322     2
大村,10,1,4715,村上遼,33,長崎,54,A1,6.83,53.51,7.15,59.31,18,34.78,16,11.11,35114 53     5
大村,10,2,4499,滝川真由,37,長崎,46,B1,5.57,37.70,6.20,48.08,26,51.61,44,30.43,42214 13     4
大村,10,3,3473,石川真二,55,福岡,52,A1,6.27,48.76,6.99,50.00,23,33.33,45,16.67,2 313324     3
大村,10,4,3964,宮地博士,46,長崎,54,B1,4.23,20.20,4.73,25.45,41,20.00,78,42.86,11464 65     1
大村,10,5,4798,浜先真範,32,広島,53,A1,6.98,51.54,5.24,23.53,22,48.28,63,28.57,4 261116     5
大村,10,6,5048,眞鳥康太,31,長崎,55,B1,4.30,20.21,4.60,23.97,34,18.18,74,26.92,261 2516     2
大村,11,1,4315,山崎昂介,41,長崎,53,B1,4.72,25.69,5.88,42.55,70,12.50,64,41.67,1 442143     4
大村,11,2,3024,西島義則,63,広島,59,A1,6.51,54.55,6.57,53.33,13,23.33,26,36.11,114 2224     3
大村,11,3,4523,中村辰也,37,長崎,53,A2,5.74,38.27,6.01,45.16,47,53.85,62,21.88,23223 24     6
