会場,レース,艇番,登番,選手名,年齢,支部,体重,級別,全国勝率,全国2率,当地勝率,当地2率,モーター番号,モーター2率,ボート番号,ボート2率,今節成績ほか
大村,1,1,4408,仁科さや,40,長崎,48,B1,2.97,13.64,4.47,30.91,47,0.00,12,0.00,345 152 5   11
大村,1,2,5164,森田梨湖,26,福岡,49,B2,3.31,11.90,3.22,0.00,26,0.00,38,0.00,4 663 344    6
大村,1,3,5078,山川波乙,28,三重,46,B1,4.58,28.26,4.11,22.22,28,0.00,29,0.00,36124 3 16  10
大村,1,4,4720,西澤日花,32,長崎,47,B1,4.08,16.49,5.08,32.00,23,0.00,41,0.00,465 361 3    5
大村,1,5,4990,田中博子,28,福岡,47,B2,2.92,10.26,2.29,0.00,29,0.00,30,0.00,1 645 554    8
大村,1,6,4689,豊田結,32,静岡,53,A2,5.58,38.24,0.00,0.00,21,0.00,22,0.00,3 566 664
大村,2,1,5118,野田なづ,25,佐賀,44,B1,5.89,38.71,4.73,26.67,53,0.00,43,0.00,4 54232 2   10
大村,2,2,5241,門田栞,25,香川,47,B1,4.90,26.97,5.23,42.31,15,0.00,25,0.00,4 24142625  11
大村,2,3,5250,嶋田有里,23,長崎,45,B1,4.01,15.31,3.44,15.52,13,0.00,11,0.00,2 245 432    7
大村,2,4,5335,森陽多,21,長崎,47,B1,1.97,4.84,2.79,12.12,11,0.00,44,0.00,6 666 566    8
大村,2,5,5389,恵良琴美,19,福岡,42,B2,2.29,1.59,1.00,0.00,50,0.00,52,0.00,6 366 346    6
大村,2,6,4499,滝川真由,38,長崎,46,B1,5.14,34.21,6.07,45.54,41,0.00,40,0.00,531 123 5F
大村,3,1,4300,加藤綾,43,三重,50,B1,5.05,27.62,5.20,40.00,40,0.00,14,0.00,532 243 25  11
大村,3,2,5361,植竹玲奈,19,東京,50,B2,2.50,4.05,2.57,0.00,18,0.00,54,0.00,5 43S 666    7
大村,3,3,3871,池田紫乃,50,長崎,44,B1,4.18,22.54,4.89,34.34,58,0.00,48,0.00,652 262 34   9
大村,3,4,4893,渡邉真奈,35,東京,46,B1,5.33,33.72,5.06,29.41,16,0.00,33,0.00,453 454 61
大村,3,5,5305,伊藤栞,23,愛知,56,B1,2.45,5.68,1.94,5.88,48,0.00,27,0.00,6 565 65S    8
大村,3,6,5195,北村寧々,24,長崎,47,B1,5.37,34.83,4.82,27.21,30,0.00,21,0.00,1 4541F 5
大村,4,1,4998,中村かな,32,東京,48,B2,4.24,24.39,0.00,0.00,46,0.00,32,0.00,1 145 566   10
大村,4,2,4243,西村歩,40,大阪,49,A2,5.32,37.27,5.50,39.29,37,0.00,31,0.00,2 615 3512   9
大村,4,3,5362,中嶋世奈,19,静岡,49,B2,1.95,1.25,2.13,0.00,49,0.00,49,0.00,2 563 414    9
大村,4,4,5129,山口真喜,29,長崎,48,A2,5.87,38.89,5.86,41.22,14,0.00,26,0.00,133 531456  10
大村,4,5,5213,湯淺紀香,27,群馬,47,A2,5.12,32.71,3.61,16.67,38,0.00,17,0.00,265 342 5    8
大村,4,6,5173,谷口佳蓮,24,香川,47,B1,4.80,32.35,5.03,39.47,36,0.00,19,0.00,3 13134 6F
大村,5,1,4240,今井裕梨,42,群馬,46,A2,5.85,41.67,5.00,40.00,33,0.00,28,0.00,2 366 153    9
大村,5,2,4720,西澤日花,32,長崎,47,B1,4.08,16.49,5.08,32.00,23,0.00,41,0.00,465 361 3    1
