会場,レース,艇番,登番,選手名,年齢,支部,体重,級別,全国勝率,全国2率,当地勝率,当地2率,モーター番号,モーター2率,ボート番号,ボート2率,今節成績ほか
大村,1,1,4866,橋本英一,35,福岡,55,B1,3.99,22.00,4.84,26.32,30,34.04,39,31.58,4            7
大村,1,2,3539,金子順一,57,山口,51,B1,4.05,20.39,3.55,14.29,47,59.52,38,26.47,3            6
大村,1,3,3797,岩井繁,52,広島,60,B1,4.11,17.65,3.59,14.71,22,45.83,37,22.58,66
大村,1,4,4934,佐々木翔,29,大阪,55,A1,5.57,35.51,6.80,50.00,58,46.81,25,42.55,5           11
大村,1,5,4402,乙藤智史,40,福岡,54,A2,5.83,41.67,5.37,31.58,49,35.71,65,37.50,2           10
大村,1,6,3432,宮迫暢彦,57,大阪,53,B1,4.64,26.36,4.80,26.67,53,31.71,20,44.19,2            8
大村,2,1,4031,飯島誠,47,埼玉,52,B1,4.50,21.90,4.40,20.00,14,34.00,16,19.44,4            8
大村,2,2,5027,重冨勇哉,28,山口,54,B1,4.79,30.10,3.95,25.00,56,37.50,66,47.73,1            7
大村,2,3,4909,薮内瑞希,29,岡山,44,B1,5.33,36.73,6.27,54.55,68,14.89,78,40.91,66           9
大村,2,4,3898,平田忠則,48,福岡,56,A1,7.15,58.72,7.62,63.83,74,39.02,32,46.81,2           12
大村,2,5,4159,向後龍一,44,埼玉,52,A2,6.16,44.19,5.65,42.31,60,61.54,77,30.23,5           11
大村,2,6,3489,大場敏,58,静岡,54,A2,5.60,31.51,6.08,33.33,36,22.45,15,18.75,3           10
大村,3,1,4423,坂口貴彦,36,岡山,54,B1,5.12,30.56,4.63,30.77,34,32.61,63,34.09,3           10
大村,3,2,4948,木場悠介,32,長崎,50,B1,5.61,39.68,5.91,42.39,39,30.00,24,38.64,2           11
大村,3,3,4700,金子和之,38,埼玉,52,A1,6.11,42.75,7.23,63.33,52,34.15,69,21.95,4           12
大村,3,4,4581,吉村誠,36,静岡,51,A2,6.40,49.57,6.00,41.03,25,36.17,52,52.17,41
大村,3,5,3503,堂原洋史,55,埼玉,52,B1,4.59,22.41,3.67,0.00,40,32.50,17,34.04,5            8
大村,3,6,4180,上野秀和,42,福岡,58,B1,4.56,25.64,3.20,20.00,15,30.00,54,43.75,25
大村,4,1,4390,松本弓雄,39,徳島,51,B1,4.08,18.39,4.59,29.41,33,45.83,48,21.88,66
大村,4,2,5272,松田真実,24,愛知,45,B1,3.86,19.70,1.13,0.00,50,47.83,26,42.22,2            9
大村,4,3,5292,佐藤右京,23,東京,56,B1,3.07,6.74,0.00,0.00,35,34.78,27,40.43,5
大村,4,4,3602,奥平拓也,55,東京,53,B1,5.15,30.00,3.91,9.09,59,46.34,47,45.71,16
大村,4,5,4352,下條雄太,39,長崎,52,A1,6.85,49.09,7.66,64.74,66,34.15,35,31.71,3           12
大村,4,6,5055,眞鳥章太,29,長崎,53,A2,5.76,41.13,5.13,31.67,32,36.17,23,30.43,1           11
大村,5,1,3546,中里昌志,56,埼玉,53,B1,4.48,26.09,6.07,44.44,18,38.30,40,42.22,4           10
大村,5,2,4702,三浦敬太,38,東京,52,A1,6.67,50.00,7.23,53.85,64,46.15,50,46.15,45
大村,5,3,5237,永松良教,25,福岡,54,B1,4.13,22.45,2.58,7.69,67,33.33,57,32.61,6
大村,5,4,4950,高岡竜也,32,山口,52,B1,5.41,38.21,5.34,34.48,17,34.04,61,41.46,4           12
大村,5,5,5117,冨名腰桃,25,福岡,49,B1,4.09,20.69,4.53,31.25,55,22.50,51,32.61,64
大村,5,6,4320,峰竜太,40,佐賀,51,A1,7.83,48.98,8.31,56.25,27,17.02,45,27.66,1           11
大村,6,1,3808,秋田健太,50,埼玉,61,B1,3.89,21.88,0.00,0.00,44,45.00,36,21.88,55
大村,6,2,4994,山本梨菜,27,佐賀,46,A2,6.34,44.64,6.34,50.00,76,23.81,11,31.82,1           12
大村,6,3,4598,加藤政彦,41,東京,53,A1,6.48,48.74,6.33,50.00,65,53.19,12,31.91,31          11
大村,6,4,4112,大久保信,45,佐賀,51,B1,5.31,31.58,5.69,33.33,63,11.36,68,31.25,22
大村,6,5,3539,金子順一,57,山口,51,B1,4.05,20.39,3.55,14.29,47,59.52,38,26.47,3            1
大村,6,6,4566,塩田北斗,37,福岡,54,A1,6.94,49.14,6.58,45.00,24,18.75,13,24.39,32
大村,7,1,3915,繁野谷圭,51,大阪,52,A2,5.18,28.00,5.38,37.50,23,37.78,71,29.17,3           12
大村,7,2,4682,大上卓人,34,広島,53,A1,7.18,50.35,7.25,54.17,54,14.89,28,23.08,14
大村,7,3,4537,渡邉和将,35,岡山,53,A1,6.31,37.19,7.73,60.00,46,37.21,33,38.30,31
大村,7,4,4234,野相弘司,41,福岡,57,B1,4.07,25.29,4.81,27.66,71,12.82,56,36.59,15
大村,7,5,4866,橋本英一,35,福岡,55,B1,3.99,22.00,4.84,26.32,30,34.04,39,31.58,4            1
大村,7,6,5027,重冨勇哉,28,山口,54,B1,4.79,30.10,3.95,25.00,56,37.50,66,47.73,1            2
大村,8,1,4314,青木幸太,41,福岡,51,A2,6.01,42.86,5.67,38.89,75,22.73,34,26.19,32
大村,8,2,4812,西野雄貴,35,徳島,52,A2,6.68,53.85,6.40,40.00,73,43.48,73,22.92,14
大村,8,3,3432,宮迫暢彦,57,大阪,53,B1,4.64,26.36,4.80,26.67,53,31.71,20,44.19,2            1
大村,8,4,4031,飯島誠,47,埼玉,52,B1,4.50,21.90,4.40,20.00,14,34.00,16,19.44,4            2
大村,8,5,4760,山崎郡,35,大阪,51,A1,7.00,49.09,6.12,17.65,38,27.50,19,40.00,36
大村,8,6,3503,堂原洋史,55,埼玉,52,B1,4.59,22.41,3.67,0.00,40,32.50,17,34.04,5            3
大村,9,1,4447,深川麻奈,38,福岡,49,A2,6.78,51.72,6.80,60.00,61,21.28,75,23.81,43
大村,9,2,5165,小林愛実,25,岡山,46,B1,5.11,27.27,4.83,25.00,45,32.56,70,32.61,55
大村,9,3,4501,樋口由加,37,岡山,44,A2,5.71,43.08,5.23,40.00,57,31.71,22,21.74,46
