race_id,bet_type,combo,odds,fetched_at
032026060401,3t,1-2-3,22.0,2026-06-18 21:56:19
032026060401,3t,2-1-3,51.9,2026-06-18 21:56:19
032026060401,3t,3-1-2,39.1,2026-06-18 21:56:19
032026060401,3t,4-1-2,125.4,2026-06-18 21:56:19
032026060401,3t,5-1-2,131.3,2026-06-18 21:56:19
032026060401,3t,6-1-2,456.4,2026-06-18 21:56:19
032026060401,3t,1-2-4,37.6,2026-06-18 21:56:19
032026060401,3t,2-1-4,93.8,2026-06-18 21:56:19
032026060401,3t,3-1-4,35.3,2026-06-18 21:56:19
032026060401,3t,4-1-3,91.0,2026-06-18 21:56:19
032026060401,3t,5-1-3,85.8,2026-06-18 21:56:19
032026060401,3t,6-1-3,437.9,2026-06-18 21:56:19
032026060401,3t,1-2-5,35.6,2026-06-18 21:56:19
032026060401,3t,2-1-5,82.0,2026-06-18 21:56:19
032026060401,3t,3-1-5,25.3,2026-06-18 21:56:19
032026060401,3t,4-1-5,92.5,2026-06-18 21:56:19
032026060401,3t,5-1-4,153.5,2026-06-18 21:56:19
032026060401,3t,6-1-4,673.9,2026-06-18 21:56:19
032026060401,3t,1-2-6,42.7,2026-06-18 21:56:19
032026060401,3t,2-1-6,142.6,2026-06-18 21:56:19
032026060401,3t,3-1-6,48.0,2026-06-18 21:56:19
032026060401,3t,4-1-6,95.7,2026-06-18 21:56:19
032026060401,3t,5-1-6,129.1,2026-06-18 21:56:19
032026060401,3t,6-1-5,570.5,2026-06-18 21:56:19
032026060401,3t,1-3-2,18.7,2026-06-18 21:56:19
032026060401,3t,2-3-1,63.7,2026-06-18 21:56:19
032026060401,3t,3-2-1,57.4,2026-06-18 21:56:19
032026060401,3t,4-2-1,177.2,2026-06-18 21:56:19
032026060401,3t,5-2-1,172.2,2026-06-18 21:56:19
032026060401,3t,6-2-1,605.0,2026-06-18 21:56:19
032026060401,3t,1-3-4,16.7,2026-06-18 21:56:19
032026060401,3t,2-3-4,87.0,2026-06-18 21:56:19
032026060401,3t,3-2-4,73.5,2026-06-18 21:56:19
032026060401,3t,4-2-3,198.2,2026-06-18 21:56:19
032026060401,3t,5-2-3,138.6,2026-06-18 21:56:19
032026060401,3t,6-2-3,867.2,2026-06-18 21:56:19
032026060401,3t,1-3-5,16.7,2026-06-18 21:56:19
032026060401,3t,2-3-5,55.7,2026-06-18 21:56:19
032026060401,3t,3-2-5,46.3,2026-06-18 21:56:19
032026060401,3t,4-2-5,191.0,2026-06-18 21:56:19
032026060401,3t,5-2-4,299.0,2026-06-18 21:56:19
032026060401,3t,6-2-4,1049.0,2026-06-18 21:56:19
032026060401,3t,1-3-6,29.9,2026-06-18 21:56:19
032026060401,3t,2-3-6,140.1,2026-06-18 21:56:19
032026060401,3t,3-2-6,76.7,2026-06-18 21:56:19
032026060401,3t,4-2-6,166.9,2026-06-18 21:56:19
032026060401,3t,5-2-6,206.4,2026-06-18 21:56:19
032026060401,3t,6-2-5,873.0,2026-06-18 21:56:19
032026060401,3t,1-4-2,43.6,2026-06-18 21:56:19
032026060401,3t,2-4-1,172.7,2026-06-18 21:56:19
