race_id,bet_type,combo,odds,fetched_at
012026060701,3t,1-2-3,18.0,2026-06-19 00:45:00
012026060701,3t,2-1-3,50.6,2026-06-19 00:45:00
012026060701,3t,3-1-2,18.5,2026-06-19 00:45:00
012026060701,3t,4-1-2,69.6,2026-06-19 00:45:00
012026060701,3t,5-1-2,175.0,2026-06-19 00:45:00
012026060701,3t,6-1-2,1016.0,2026-06-19 00:45:00
012026060701,3t,1-2-4,23.1,2026-06-19 00:45:00
012026060701,3t,2-1-4,62.2,2026-06-19 00:45:00
012026060701,3t,3-1-4,15.7,2026-06-19 00:45:00
012026060701,3t,4-1-3,97.2,2026-06-19 00:45:00
012026060701,3t,5-1-3,91.3,2026-06-19 00:45:00
012026060701,3t,6-1-3,866.0,2026-06-19 00:45:00
012026060701,3t,1-2-5,51.2,2026-06-19 00:45:00
012026060701,3t,2-1-5,135.7,2026-06-19 00:45:00
012026060701,3t,3-1-5,13.3,2026-06-19 00:45:00
012026060701,3t,4-1-5,177.0,2026-06-19 00:45:00
012026060701,3t,5-1-4,310.7,2026-06-19 00:45:00
012026060701,3t,6-1-4,1266.0,2026-06-19 00:45:00
012026060701,3t,1-2-6,86.2,2026-06-19 00:45:00
012026060701,3t,2-1-6,195.3,2026-06-19 00:45:00
012026060701,3t,3-1-6,46.2,2026-06-19 00:45:00
012026060701,3t,4-1-6,235.0,2026-06-19 00:45:00
012026060701,3t,5-1-6,326.6,2026-06-19 00:45:00
012026060701,3t,6-1-5,1560.0,2026-06-19 00:45:00
012026060701,3t,1-3-2,11.9,2026-06-19 00:45:00
012026060701,3t,2-3-1,71.3,2026-06-19 00:45:00
012026060701,3t,3-2-1,41.0,2026-06-19 00:45:00
012026060701,3t,4-2-1,107.2,2026-06-19 00:45:00
012026060701,3t,5-2-1,245.4,2026-06-19 00:45:00
012026060701,3t,6-2-1,1383.0,2026-06-19 00:45:00
012026060701,3t,1-3-4,17.3,2026-06-19 00:45:00
012026060701,3t,2-3-4,92.4,2026-06-19 00:45:00
012026060701,3t,3-2-4,37.7,2026-06-19 00:45:00
012026060701,3t,4-2-3,127.0,2026-06-19 00:45:00
012026060701,3t,5-2-3,242.3,2026-06-19 00:45:00
012026060701,3t,6-2-3,1316.0,2026-06-19 00:45:00
012026060701,3t,1-3-5,15.5,2026-06-19 00:45:00
012026060701,3t,2-3-5,135.0,2026-06-19 00:45:00
012026060701,3t,3-2-5,68.0,2026-06-19 00:45:00
012026060701,3t,4-2-5,198.8,2026-06-19 00:45:00
012026060701,3t,5-2-4,306.4,2026-06-19 00:45:00
012026060701,3t,6-2-4,1157.0,2026-06-19 00:45:00
012026060701,3t,1-3-6,52.9,2026-06-19 00:45:00
012026060701,3t,2-3-6,258.6,2026-06-19 00:45:00
012026060701,3t,3-2-6,108.5,2026-06-19 00:45:00
012026060701,3t,4-2-6,264.2,2026-06-19 00:45:00
012026060701,3t,5-2-6,518.2,2026-06-19 00:45:00
012026060701,3t,6-2-5,1838.0,2026-06-19 00:45:00
012026060701,3t,1-4-2,33.5,2026-06-19 00:45:00
012026060701,3t,2-4-1,141.4,2026-06-19 00:45:00
012026060701,3t,3-4-1,29.2,2026-06-19 00:45:00
012026060701,3t,4-3-1,91.3,2026-06-19 00:45:00
012026060701,3t,5-3-1,83.6,2026-06-19 00:45:00
012026060701,3t,6-3-1,794.3,2026-06-19 00:45:00
012026060701,3t,1-4-3,45.9,2026-06-19 00:45:00
