race_id,bet_type,combo,odds,fetched_at
012026060501,3t,1-2-3,9.2,2026-06-18 23:04:39
012026060501,3t,2-1-3,41.8,2026-06-18 23:04:39
012026060501,3t,3-1-2,33.1,2026-06-18 23:04:39
012026060501,3t,4-1-2,195.1,2026-06-18 23:04:39
012026060501,3t,5-1-2,313.1,2026-06-18 23:04:39
012026060501,3t,6-1-2,61.0,2026-06-18 23:04:39
012026060501,3t,1-2-4,34.6,2026-06-18 23:04:39
012026060501,3t,2-1-4,119.9,2026-06-18 23:04:39
012026060501,3t,3-1-4,53.2,2026-06-18 23:04:39
012026060501,3t,4-1-3,159.9,2026-06-18 23:04:39
012026060501,3t,5-1-3,245.4,2026-06-18 23:04:39
012026060501,3t,6-1-3,54.4,2026-06-18 23:04:39
012026060501,3t,1-2-5,40.7,2026-06-18 23:04:39
012026060501,3t,2-1-5,139.3,2026-06-18 23:04:39
012026060501,3t,3-1-5,55.1,2026-06-18 23:04:39
012026060501,3t,4-1-5,188.5,2026-06-18 23:04:39
012026060501,3t,5-1-4,353.4,2026-06-18 23:04:39
012026060501,3t,6-1-4,164.4,2026-06-18 23:04:39
012026060501,3t,1-2-6,14.0,2026-06-18 23:04:39
012026060501,3t,2-1-6,51.6,2026-06-18 23:04:39
012026060501,3t,3-1-6,25.3,2026-06-18 23:04:39
012026060501,3t,4-1-6,105.3,2026-06-18 23:04:39
012026060501,3t,5-1-6,203.8,2026-06-18 23:04:39
012026060501,3t,6-1-5,333.4,2026-06-18 23:04:39
012026060501,3t,1-3-2,10.3,2026-06-18 23:04:39
012026060501,3t,2-3-1,73.6,2026-06-18 23:04:39
012026060501,3t,3-2-1,59.7,2026-06-18 23:04:39
012026060501,3t,4-2-1,277.0,2026-06-18 23:04:39
012026060501,3t,5-2-1,562.1,2026-06-18 23:04:39
012026060501,3t,6-2-1,116.4,2026-06-18 23:04:39
012026060501,3t,1-3-4,24.1,2026-06-18 23:04:39
012026060501,3t,2-3-4,204.5,2026-06-18 23:04:39
012026060501,3t,3-2-4,149.0,2026-06-18 23:04:39
012026060501,3t,4-2-3,337.2,2026-06-18 23:04:39
012026060501,3t,5-2-3,742.4,2026-06-18 23:04:39
012026060501,3t,6-2-3,132.6,2026-06-18 23:04:39
012026060501,3t,1-3-5,29.8,2026-06-18 23:04:39
012026060501,3t,2-3-5,309.8,2026-06-18 23:04:39
012026060501,3t,3-2-5,137.4,2026-06-18 23:04:39
012026060501,3t,4-2-5,599.2,2026-06-18 23:04:39
012026060501,3t,5-2-4,1168.0,2026-06-18 23:04:39
012026060501,3t,6-2-4,292.9,2026-06-18 23:04:39
012026060501,3t,1-3-6,10.3,2026-06-18 23:04:39
012026060501,3t,2-3-6,107.7,2026-06-18 23:04:39
012026060501,3t,3-2-6,71.1,2026-06-18 23:04:39
012026060501,3t,4-2-6,229.6,2026-06-18 23:04:39
012026060501,3t,5-2-6,655.7,2026-06-18 23:04:39
012026060501,3t,6-2-5,587.2,2026-06-18 23:04:39
012026060501,3t,1-4-2,64.5,2026-06-18 23:04:39
012026060501,3t,2-4-1,221.8,2026-06-18 23:04:39
012026060501,3t,3-4-1,111.8,2026-06-18 23:04:39
012026060501,3t,4-3-1,227.8,2026-06-18 23:04:39
012026060501,3t,5-3-1,417.1,2026-06-18 23:04:39
012026060501,3t,6-3-1,84.5,2026-06-18 23:04:39
012026060501,3t,1-4-3,59.5,2026-06-18 23:04:39
012026060501,3t,2-4-3,251.6,2026-06-18 23:04:39
012026060501,3t,3-4-2,175.3,2026-06-18 23:04:39
012026060501,3t,4-3-2,378.3,2026-06-18 23:04:39
012026060501,3t,5-3-2,599.2,2026-06-18 23:04:39
012026060501,3t,6-3-2,118.6,2026-06-18 23:04:39
012026060501,3t,1-4-5,121.4,2026-06-18 23:04:39
012026060501,3t,2-4-5,584.3,2026-06-18 23:04:39
012026060501,3t,3-4-5,231.9,2026-06-18 23:04:39
012026060501,3t,4-3-5,502.3,2026-06-18 23:04:39
012026060501,3t,5-3-4,1000.0,2026-06-18 23:04:39
012026060501,3t,6-3-4,232.3,2026-06-18 23:04:39
012026060501,3t,1-4-6,54.2,2026-06-18 23:04:39
012026060501,3t,2-4-6,221.8,2026-06-18 23:04:39
012026060501,3t,3-4-6,112.8,2026-06-18 23:04:39
012026060501,3t,4-3-6,223.1,2026-06-18 23:04:39
