race_id,bet_type,combo,odds,fetched_at
012026062706,2t,1-2,5.2,2026-06-27 17:37:18
012026062706,2t,1-3,9.4,2026-06-27 17:37:18
012026062706,2t,1-4,5.3,2026-06-27 17:37:18
012026062706,2t,1-5,10.9,2026-06-27 17:37:18
012026062706,2t,1-6,42.5,2026-06-27 17:37:18
012026062706,2t,2-1,16.3,2026-06-27 17:37:18
012026062706,2t,2-3,53.1,2026-06-27 17:37:18
012026062706,2t,2-4,25.0,2026-06-27 17:37:18
012026062706,2t,2-5,23.6,2026-06-27 17:37:18
012026062706,2t,2-6,85.0,2026-06-27 17:37:18
012026062706,2t,3-1,35.4,2026-06-27 17:37:18
012026062706,2t,3-2,53.1,2026-06-27 17:37:18
012026062706,2t,3-4,26.5,2026-06-27 17:37:18
012026062706,2t,3-5,35.4,2026-06-27 17:37:18
012026062706,2t,3-6,141.7,2026-06-27 17:37:18
012026062706,2t,4-1,8.6,2026-06-27 17:37:18
012026062706,2t,4-2,22.3,2026-06-27 17:37:18
012026062706,2t,4-3,38.6,2026-06-27 17:37:18
012026062706,2t,4-5,13.2,2026-06-27 17:37:18
012026062706,2t,4-6,38.6,2026-06-27 17:37:18
012026062706,2t,5-1,26.5,2026-06-27 17:37:18
012026062706,2t,5-2,32.7,2026-06-27 17:37:18
012026062706,2t,5-3,53.1,2026-06-27 17:37:18
012026062706,2t,5-4,42.5,2026-06-27 17:37:18
012026062706,2t,5-6,141.7,2026-06-27 17:37:18
012026062706,2t,6-1,141.7,2026-06-27 17:37:18
012026062706,2t,6-2,141.7,2026-06-27 17:37:18
012026062706,2t,6-3,212.6,2026-06-27 17:37:18
012026062706,2t,6-4,106.3,2026-06-27 17:37:18
012026062706,2t,6-5,141.7,2026-06-27 17:37:18
012026062706,3t,1-2-3,27.9,2026-06-27 17:37:18
012026062706,3t,1-2-4,19.7,2026-06-27 17:37:18
012026062706,3t,1-2-5,28.5,2026-06-27 17:37:18
012026062706,3t,1-2-6,41.2,2026-06-27 17:37:18
012026062706,3t,1-3-2,36.8,2026-06-27 17:37:18
012026062706,3t,1-3-4,23.9,2026-06-27 17:37:18
012026062706,3t,1-3-5,43.9,2026-06-27 17:37:18
012026062706,3t,1-3-6,69.5,2026-06-27 17:37:18
012026062706,3t,1-4-2,13.6,2026-06-27 17:37:18
012026062706,3t,1-4-3,23.0,2026-06-27 17:37:18
012026062706,3t,1-4-5,19.8,2026-06-27 17:37:18
012026062706,3t,1-4-6,31.9,2026-06-27 17:37:18
012026062706,3t,1-5-2,45.6,2026-06-27 17:37:18
012026062706,3t,1-5-3,56.5,2026-06-27 17:37:18
012026062706,3t,1-5-4,49.2,2026-06-27 17:37:18
012026062706,3t,1-5-6,95.2,2026-06-27 17:37:18
012026062706,3t,1-6-2,84.2,2026-06-27 17:37:18
012026062706,3t,1-6-3,95.7,2026-06-27 17:37:18
012026062706,3t,1-6-4,80.7,2026-06-27 17:37:18
012026062706,3t,1-6-5,124.3,2026-06-27 17:37:18
012026062706,3t,2-1-3,94.7,2026-06-27 17:37:18
012026062706,3t,2-1-4,56.5,2026-06-27 17:37:18
012026062706,3t,2-1-5,70.3,2026-06-27 17:37:18
012026062706,3t,2-1-6,138.0,2026-06-27 17:37:18
012026062706,3t,2-3-1,175.2,2026-06-27 17:37:18
012026062706,3t,2-3-4,170.1,2026-06-27 17:37:18
012026062706,3t,2-3-5,224.7,2026-06-27 17:37:18
012026062706,3t,2-3-6,173.5,2026-06-27 17:37:18
012026062706,3t,2-4-1,104.3,2026-06-27 17:37:18
012026062706,3t,2-4-3,186.4,2026-06-27 17:37:18
012026062706,3t,2-4-5,159.3,2026-06-27 17:37:18
012026062706,3t,2-4-6,152.4,2026-06-27 17:37:18
012026062706,3t,2-5-1,124.3,2026-06-27 17:37:18
012026062706,3t,2-5-3,236.8,2026-06-27 17:37:18
012026062706,3t,2-5-4,213.7,2026-06-27 17:37:18
012026062706,3t,2-5-6,302.1,2026-06-27 17:37:18
012026062706,3t,2-6-1,211.1,2026-06-27 17:37:18
012026062706,3t,2-6-3,201.4,2026-06-27 17:37:18
012026062706,3t,2-6-4,233.6,2026-06-27 17:37:18
012026062706,3t,2-6-5,417.3,2026-06-27 17:37:18
012026062706,3t,3-1-2,94.2,2026-06-27 17:37:18
012026062706,3t,3-1-4,68.7,2026-06-27 17:37:18
012026062706,3t,3-1-5,69.2,2026-06-27 17:37:18
012026062706,3t,3-1-6,134.8,2026-06-27 17:37:18
012026062706,3t,3-2-1,152.4,2026-06-27 17:37:18
012026062706,3t,3-2-4,118.4,2026-06-27 17:37:18
012026062706,3t,3-2-5,123.4,2026-06-27 17:37:18
012026062706,3t,3-2-6,163.8,2026-06-27 17:37:18
012026062706,3t,3-4-1,107.5,2026-06-27 17:37:18
012026062706,3t,3-4-2,129.8,2026-06-27 17:37:18
012026062706,3t,3-4-5,188.4,2026-06-27 17:37:18
012026062706,3t,3-4-6,177.0,2026-06-27 17:37:18
012026062706,3t,3-5-1,113.8,2026-06-27 17:37:18
012026062706,3t,3-5-2,141.3,2026-06-27 17:37:18
012026062706,3t,3-5-4,221.8,2026-06-27 17:37:18
012026062706,3t,3-5-6,273.8,2026-06-27 17:37:18
012026062706,3t,3-6-1,188.4,2026-06-27 17:37:18
012026062706,3t,3-6-2,265.5,2026-06-27 17:37:18
012026062706,3t,3-6-4,365.1,2026-06-27 17:37:18
012026062706,3t,3-6-5,500.7,2026-06-27 17:37:18
012026062706,3t,4-1-2,19.1,2026-06-27 17:37:18
012026062706,3t,4-1-3,52.3,2026-06-27 17:37:18
012026062706,3t,4-1-5,28.3,2026-06-27 17:37:18
012026062706,3t,4-1-6,43.0,2026-06-27 17:37:18
012026062706,3t,4-2-1,46.8,2026-06-27 17:37:18
012026062706,3t,4-2-3,104.9,2026-06-27 17:37:18
012026062706,3t,4-2-5,70.1,2026-06-27 17:37:18
012026062706,3t,4-2-6,107.5,2026-06-27 17:37:18
012026062706,3t,4-3-1,110.9,2026-06-27 17:37:18
012026062706,3t,4-3-2,177.0,2026-06-27 17:37:18
012026062706,3t,4-3-5,190.5,2026-06-27 17:37:18
012026062706,3t,4-3-6,175.2,2026-06-27 17:37:18
012026062706,3t,4-5-1,39.1,2026-06-27 17:37:18
012026062706,3t,4-5-2,80.7,2026-06-27 17:37:18
