race_id,bet_type,combo,odds,fetched_at
012026061601,3t,1-2-3,30.0,2026-06-19 08:55:44
012026061601,3t,2-1-3,50.1,2026-06-19 08:55:44
012026061601,3t,3-1-2,219.0,2026-06-19 08:55:44
012026061601,3t,4-1-2,35.2,2026-06-19 08:55:44
012026061601,3t,5-1-2,247.6,2026-06-19 08:55:44
012026061601,3t,6-1-2,40.3,2026-06-19 08:55:44
012026061601,3t,1-2-4,14.8,2026-06-19 08:55:44
012026061601,3t,2-1-4,19.4,2026-06-19 08:55:44
012026061601,3t,3-1-4,289.2,2026-06-19 08:55:44
012026061601,3t,4-1-3,229.0,2026-06-19 08:55:44
012026061601,3t,5-1-3,796.8,2026-06-19 08:55:44
012026061601,3t,6-1-3,292.0,2026-06-19 08:55:44
012026061601,3t,1-2-5,38.9,2026-06-19 08:55:44
012026061601,3t,2-1-5,62.6,2026-06-19 08:55:44
012026061601,3t,3-1-5,431.7,2026-06-19 08:55:44
012026061601,3t,4-1-5,132.8,2026-06-19 08:55:44
012026061601,3t,5-1-4,348.3,2026-06-19 08:55:44
012026061601,3t,6-1-4,90.2,2026-06-19 08:55:44
012026061601,3t,1-2-6,10.8,2026-06-19 08:55:44
012026061601,3t,2-1-6,13.9,2026-06-19 08:55:44
012026061601,3t,3-1-6,294.3,2026-06-19 08:55:44
012026061601,3t,4-1-6,37.2,2026-06-19 08:55:44
012026061601,3t,5-1-6,204.3,2026-06-19 08:55:44
012026061601,3t,6-1-5,194.0,2026-06-19 08:55:44
012026061601,3t,1-3-2,54.5,2026-06-19 08:55:44
012026061601,3t,2-3-1,129.2,2026-06-19 08:55:44
012026061601,3t,3-2-1,244.7,2026-06-19 08:55:44
012026061601,3t,4-2-1,39.8,2026-06-19 08:55:44
012026061601,3t,5-2-1,350.0,2026-06-19 08:55:44
012026061601,3t,6-2-1,36.5,2026-06-19 08:55:44
012026061601,3t,1-3-4,90.9,2026-06-19 08:55:44
012026061601,3t,2-3-4,180.9,2026-06-19 08:55:44
012026061601,3t,3-2-4,305.1,2026-06-19 08:55:44
012026061601,3t,4-2-3,210.6,2026-06-19 08:55:44
012026061601,3t,5-2-3,891.7,2026-06-19 08:55:44
012026061601,3t,6-2-3,182.2,2026-06-19 08:55:44
012026061601,3t,1-3-5,179.1,2026-06-19 08:55:44
012026061601,3t,2-3-5,378.2,2026-06-19 08:55:44
012026061601,3t,3-2-5,582.9,2026-06-19 08:55:44
012026061601,3t,4-2-5,120.5,2026-06-19 08:55:44
012026061601,3t,5-2-4,389.1,2026-06-19 08:55:44
012026061601,3t,6-2-4,49.7,2026-06-19 08:55:44
